Register Output,Fraction,Guess for r,guess1,guess2,iterations
00111001010000(bin) = 3664(dec),11/49,49,5,1,0
00111001010001(bin) = 3665(dec),11/49,49,5,1,0
00111001010010(bin) = 3666(dec),11/49,49,5,1,0
00111001010011(bin) = 3667(dec),11/49,49,5,1,0
00111001010100(bin) = 3668(dec),11/49,49,5,1,0
00111001010101(bin) = 3669(dec),11/49,49,5,1,0
00111001010110(bin) = 3670(dec),11/49,49,5,1,0
00111001010111(bin) = 3671(dec),11/49,49,5,1,0
00111001011000(bin) = 3672(dec),11/49,49,5,1,0
00111001011001(bin) = 3673(dec),11/49,49,5,1,0
00111001011010(bin) = 3674(dec),11/49,49,5,1,0
00111001011011(bin) = 3675(dec),11/49,49,5,1,0
00111001011100(bin) = 3676(dec),11/49,49,5,1,0
00111001011101(bin) = 3677(dec),11/49,49,5,1,0
00111001011110(bin) = 3678(dec),11/49,49,5,1,0
00111001011111(bin) = 3679(dec),11/49,49,5,1,0
00111001100000(bin) = 3680(dec),11/49,49,5,1,0
00111001100001(bin) = 3681(dec),11/49,49,5,1,0
00111001100010(bin) = 3682(dec),11/49,49,5,1,0
00111001101110(bin) = 3694(dec),7/31,31,1,11,0
00111001101111(bin) = 3695(dec),7/31,31,1,11,0
00111001110000(bin) = 3696(dec),7/31,31,1,11,0
00111001110001(bin) = 3697(dec),7/31,31,1,11,0
00111001110010(bin) = 3698(dec),7/31,31,1,11,0
00111001110011(bin) = 3699(dec),7/31,31,1,11,0
00111001110100(bin) = 3700(dec),7/31,31,1,11,0
00111001110101(bin) = 3701(dec),7/31,31,1,11,0
00111001110110(bin) = 3702(dec),7/31,31,1,11,0
00111001110111(bin) = 3703(dec),7/31,31,1,11,0
00111001111000(bin) = 3704(dec),7/31,31,1,11,0
00111001111001(bin) = 3705(dec),12/53,53,1,5,0
00111001111010(bin) = 3706(dec),12/53,53,1,5,0
00111001111011(bin) = 3707(dec),12/53,53,1,5,0
00111001111100(bin) = 3708(dec),12/53,53,1,5,0
00111001111101(bin) = 3709(dec),12/53,53,1,5,0
00111001111110(bin) = 3710(dec),12/53,53,1,5,0
00111001111111(bin) = 3711(dec),12/53,53,1,5,0
00111010000000(bin) = 3712(dec),12/53,53,1,5,0
00111010000001(bin) = 3713(dec),12/53,53,1,5,0
00111010000010(bin) = 3714(dec),12/53,53,1,5,0
00111010000011(bin) = 3715(dec),12/53,53,1,5,0
00111010000100(bin) = 3716(dec),12/53,53,1,5,0
00111010100110(bin) = 3750(dec),11/48,48,5,1,0
00111010100111(bin) = 3751(dec),11/48,48,5,1,0
00111010101000(bin) = 3752(dec),11/48,48,5,1,0
00111010101001(bin) = 3753(dec),11/48,48,5,1,0
00111010101010(bin) = 3754(dec),11/48,48,5,1,0
00111010101011(bin) = 3755(dec),11/48,48,5,1,0
00111010101100(bin) = 3756(dec),11/48,48,5,1,0
00111010101101(bin) = 3757(dec),11/48,48,5,1,0
00111010101110(bin) = 3758(dec),11/48,48,5,1,0
00111010101111(bin) = 3759(dec),11/48,48,5,1,0
00111010110000(bin) = 3760(dec),11/48,48,5,1,0
00111010110001(bin) = 3761(dec),11/48,48,5,1,0
00111010110010(bin) = 3762(dec),11/48,48,5,1,0
00111010110011(bin) = 3763(dec),11/48,48,5,1,0
00111010110100(bin) = 3764(dec),11/48,48,5,1,0
00111010110101(bin) = 3765(dec),11/48,48,5,1,0
00111010110110(bin) = 3766(dec),11/48,48,5,1,0
00111010110111(bin) = 3767(dec),11/48,48,5,1,0
00111010111000(bin) = 3768(dec),3/13,13,1,5,0
00111010111001(bin) = 3769(dec),3/13,13,1,5,0
00111010111010(bin) = 3770(dec),3/13,13,1,5,0
00111010111011(bin) = 3771(dec),3/13,13,1,5,0
00111010111100(bin) = 3772(dec),3/13,13,1,5,0
00111010111101(bin) = 3773(dec),3/13,13,1,5,0
00111010111110(bin) = 3774(dec),3/13,13,1,5,0
00111010111111(bin) = 3775(dec),3/13,13,1,5,0
00111011000000(bin) = 3776(dec),3/13,13,1,5,0
00111011000001(bin) = 3777(dec),3/13,13,1,5,0
00111011000010(bin) = 3778(dec),3/13,13,1,5,0
00111011000011(bin) = 3779(dec),3/13,13,1,5,0
00111011000100(bin) = 3780(dec),3/13,13,1,5,0
00111011000101(bin) = 3781(dec),3/13,13,1,5,0
00111011000110(bin) = 3782(dec),3/13,13,1,5,0
00111011000111(bin) = 3783(dec),3/13,13,1,5,0
00111011001000(bin) = 3784(dec),3/13,13,1,5,0
00111011001001(bin) = 3785(dec),3/13,13,1,5,0
00111011001010(bin) = 3786(dec),3/13,13,1,5,0
00111011001011(bin) = 3787(dec),3/13,13,1,5,0
00111011001100(bin) = 3788(dec),3/13,13,1,5,0
00111011001101(bin) = 3789(dec),3/13,13,1,5,0
00111011001110(bin) = 3790(dec),3/13,13,1,5,0
00111011001111(bin) = 3791(dec),3/13,13,1,5,0
00111011010000(bin) = 3792(dec),3/13,13,1,5,0
00111011010001(bin) = 3793(dec),3/13,13,1,5,0
00111011010010(bin) = 3794(dec),3/13,13,1,5,0
00111011010011(bin) = 3795(dec),3/13,13,1,5,0
00111011101001(bin) = 3817(dec),7/30,30,1,11,0
00111011101010(bin) = 3818(dec),7/30,30,1,11,0
00111011101011(bin) = 3819(dec),7/30,30,1,11,0
00111011101100(bin) = 3820(dec),7/30,30,1,11,0
00111011101101(bin) = 3821(dec),7/30,30,1,11,0
00111011101110(bin) = 3822(dec),7/30,30,1,11,0
00111011101111(bin) = 3823(dec),7/30,30,1,11,0
00111011110000(bin) = 3824(dec),7/30,30,1,11,0
00111011110001(bin) = 3825(dec),7/30,30,1,11,0
00111011110010(bin) = 3826(dec),7/30,30,1,11,0
00111011110011(bin) = 3827(dec),7/30,30,1,11,0
00111011110100(bin) = 3828(dec),7/30,30,1,11,0
00111100000101(bin) = 3845(dec),4/17,17,5,1,0
00111100000110(bin) = 3846(dec),4/17,17,5,1,0
00111100000111(bin) = 3847(dec),4/17,17,5,1,0
00111100001000(bin) = 3848(dec),4/17,17,5,1,0
00111100001001(bin) = 3849(dec),4/17,17,5,1,0
00111100001010(bin) = 3850(dec),4/17,17,5,1,0
00111100001011(bin) = 3851(dec),4/17,17,5,1,0
00111100001100(bin) = 3852(dec),4/17,17,5,1,0
00111100001101(bin) = 3853(dec),4/17,17,5,1,0
00111100001110(bin) = 3854(dec),4/17,17,5,1,0
00111100001111(bin) = 3855(dec),4/17,17,5,1,0
00111100010000(bin) = 3856(dec),4/17,17,5,1,0
00111100010001(bin) = 3857(dec),4/17,17,5,1,0
00111100010010(bin) = 3858(dec),4/17,17,5,1,0
00111100010011(bin) = 3859(dec),4/17,17,5,1,0
00111100010100(bin) = 3860(dec),4/17,17,5,1,0
00111100010101(bin) = 3861(dec),4/17,17,5,1,0
00111100010110(bin) = 3862(dec),4/17,17,5,1,0
00111100010111(bin) = 3863(dec),4/17,17,5,1,0
00111100110011(bin) = 3891(dec),5/21,21,11,5,0
00111100110100(bin) = 3892(dec),5/21,21,11,5,0
00111100110101(bin) = 3893(dec),5/21,21,11,5,0
00111100110110(bin) = 3894(dec),5/21,21,11,5,0
00111100110111(bin) = 3895(dec),5/21,21,11,5,0
00111100111000(bin) = 3896(dec),5/21,21,11,5,0
00111100111001(bin) = 3897(dec),5/21,21,11,5,0
00111100111010(bin) = 3898(dec),5/21,21,11,5,0
00111100111011(bin) = 3899(dec),5/21,21,11,5,0
00111100111100(bin) = 3900(dec),5/21,21,11,5,0
00111100111101(bin) = 3901(dec),5/21,21,11,5,0
00111100111110(bin) = 3902(dec),5/21,21,11,5,0
00111100111111(bin) = 3903(dec),5/21,21,11,5,0
00111101000000(bin) = 3904(dec),5/21,21,11,5,0
00111101000001(bin) = 3905(dec),5/21,21,11,5,0
00111101000010(bin) = 3906(dec),5/21,21,11,5,0
00111101000011(bin) = 3907(dec),5/21,21,11,5,0
00111101000100(bin) = 3908(dec),5/21,21,11,5,0
00111101000101(bin) = 3909(dec),5/21,21,11,5,0
00111101010110(bin) = 3926(dec),6/25,25,5,1,0
00111101010111(bin) = 3927(dec),6/25,25,5,1,0
00111101011000(bin) = 3928(dec),6/25,25,5,1,0
00111101011001(bin) = 3929(dec),6/25,25,5,1,0
00111101011010(bin) = 3930(dec),6/25,25,5,1,0
00111101011011(bin) = 3931(dec),6/25,25,5,1,0
00111101011100(bin) = 3932(dec),6/25,25,5,1,0
00111101011101(bin) = 3933(dec),6/25,25,5,1,0
00111101011110(bin) = 3934(dec),6/25,25,5,1,0
00111101011111(bin) = 3935(dec),6/25,25,5,1,0
00111101100000(bin) = 3936(dec),6/25,25,5,1,0
00111101100001(bin) = 3937(dec),6/25,25,5,1,0
00111101100010(bin) = 3938(dec),6/25,25,5,1,0
00111101101110(bin) = 3950(dec),7/29,29,1,5,0
00111101101111(bin) = 3951(dec),7/29,29,1,5,0
00111101110000(bin) = 3952(dec),7/29,29,1,5,0
00111101110001(bin) = 3953(dec),7/29,29,1,5,0
00111101110010(bin) = 3954(dec),7/29,29,1,5,0
00111101110011(bin) = 3955(dec),7/29,29,1,5,0
00111101110100(bin) = 3956(dec),7/29,29,1,5,0
00111101110101(bin) = 3957(dec),7/29,29,1,5,0
00111101110110(bin) = 3958(dec),7/29,29,1,5,0
00111101110111(bin) = 3959(dec),7/29,29,1,5,0
00111101111000(bin) = 3960(dec),7/29,29,1,5,0
00111101111001(bin) = 3961(dec),7/29,29,1,5,0
00111101111010(bin) = 3962(dec),7/29,29,1,5,0
00111101111011(bin) = 3963(dec),7/29,29,1,5,0
00111101111100(bin) = 3964(dec),8/33,33,5,1,0
00111101111101(bin) = 3965(dec),8/33,33,5,1,0
00111101111110(bin) = 3966(dec),8/33,33,5,1,0
00111101111111(bin) = 3967(dec),8/33,33,5,1,0
00111110000000(bin) = 3968(dec),8/33,33,5,1,0
00111110000001(bin) = 3969(dec),8/33,33,5,1,0
00111110000010(bin) = 3970(dec),8/33,33,5,1,0
00111110000011(bin) = 3971(dec),8/33,33,5,1,0
00111110000100(bin) = 3972(dec),8/33,33,5,1,0
00111110000101(bin) = 3973(dec),8/33,33,5,1,0
00111110000110(bin) = 3974(dec),8/33,33,5,1,0
00111110000111(bin) = 3975(dec),8/33,33,5,1,0
00111110001000(bin) = 3976(dec),8/33,33,5,1,0
00111110001001(bin) = 3977(dec),8/33,33,5,1,0
00111110001010(bin) = 3978(dec),8/33,33,5,1,0
00111110001011(bin) = 3979(dec),9/37,37,1,5,0
00111110001100(bin) = 3980(dec),9/37,37,1,5,0
00111110001101(bin) = 3981(dec),9/37,37,1,5,0
00111110001110(bin) = 3982(dec),9/37,37,1,5,0
00111110001111(bin) = 3983(dec),9/37,37,1,5,0
00111110010000(bin) = 3984(dec),9/37,37,1,5,0
00111110010001(bin) = 3985(dec),9/37,37,1,5,0
00111110010010(bin) = 3986(dec),9/37,37,1,5,0
00111110010011(bin) = 3987(dec),9/37,37,1,5,0
00111110010100(bin) = 3988(dec),9/37,37,1,5,0
00111110010101(bin) = 3989(dec),9/37,37,1,5,0
00111110010110(bin) = 3990(dec),9/37,37,1,5,0
00111110100001(bin) = 4001(dec),11/45,45,1,5,0
00111110100010(bin) = 4002(dec),11/45,45,1,5,0
00111110100011(bin) = 4003(dec),11/45,45,1,5,0
00111110100100(bin) = 4004(dec),11/45,45,1,5,0
00111110100101(bin) = 4005(dec),11/45,45,1,5,0
00111110100110(bin) = 4006(dec),11/45,45,1,5,0
00111110100111(bin) = 4007(dec),11/45,45,1,5,0
00111110101000(bin) = 4008(dec),11/45,45,1,5,0
00111110101001(bin) = 4009(dec),12/49,49,5,1,0
00111110101010(bin) = 4010(dec),12/49,49,5,1,0
00111110101011(bin) = 4011(dec),12/49,49,5,1,0
00111110101100(bin) = 4012(dec),12/49,49,5,1,0
00111110101101(bin) = 4013(dec),12/49,49,5,1,0
00111110101110(bin) = 4014(dec),12/49,49,5,1,0
00111110101111(bin) = 4015(dec),12/49,49,5,1,0
00111110110000(bin) = 4016(dec),13/53,53,1,5,0
00111110110001(bin) = 4017(dec),13/53,53,1,5,0
00111110110010(bin) = 4018(dec),13/53,53,1,5,0
00111110110011(bin) = 4019(dec),13/53,53,1,5,0
00111110110100(bin) = 4020(dec),13/53,53,1,5,0
00111110110101(bin) = 4021(dec),13/53,53,1,5,0
00111110110110(bin) = 4022(dec),13/53,53,1,5,0
00111110110111(bin) = 4023(dec),13/53,53,1,5,0
00111110111000(bin) = 4024(dec),13/53,53,1,5,0
00111110111001(bin) = 4025(dec),13/53,53,1,5,0
00111110111010(bin) = 4026(dec),13/53,53,1,5,0
00111110111011(bin) = 4027(dec),13/53,53,1,5,0
00111110111100(bin) = 4028(dec),13/53,53,1,5,0
00111110111101(bin) = 4029(dec),13/53,53,1,5,0
00111110111110(bin) = 4030(dec),13/53,53,1,5,0
00111110111111(bin) = 4031(dec),13/53,53,1,5,0
00111111000000(bin) = 4032(dec),13/53,53,1,5,0
00111111000001(bin) = 4033(dec),13/53,53,1,5,0
00111111000010(bin) = 4034(dec),13/53,53,1,5,0
00111111000011(bin) = 4035(dec),13/53,53,1,5,0
00111111000100(bin) = 4036(dec),13/53,53,1,5,0
00111111000101(bin) = 4037(dec),13/53,53,1,5,0
00111111000110(bin) = 4038(dec),13/53,53,1,5,0
00111111000111(bin) = 4039(dec),13/53,53,1,5,0
00111111001000(bin) = 4040(dec),13/53,53,1,5,0
00111111001001(bin) = 4041(dec),13/53,53,1,5,0
00111111001010(bin) = 4042(dec),13/53,53,1,5,0
00111111001011(bin) = 4043(dec),13/53,53,1,5,0
00111111001100(bin) = 4044(dec),13/53,53,1,5,0
00111111001101(bin) = 4045(dec),13/53,53,1,5,0
00111111001110(bin) = 4046(dec),13/53,53,1,5,0
00111111001111(bin) = 4047(dec),13/53,53,1,5,0
00111111010000(bin) = 4048(dec),13/53,53,1,5,0
00111111010001(bin) = 4049(dec),13/53,53,1,5,0
00111111010010(bin) = 4050(dec),13/53,53,1,5,0
00111111010011(bin) = 4051(dec),13/53,53,1,5,0
00111111010100(bin) = 4052(dec),13/53,53,1,5,0
00111111010101(bin) = 4053(dec),13/53,53,1,5,0
00111111010110(bin) = 4054(dec),13/53,53,1,5,0
00111111010111(bin) = 4055(dec),13/53,53,1,5,0
00111111011000(bin) = 4056(dec),13/53,53,1,5,0
00111111011001(bin) = 4057(dec),13/53,53,1,5,0
00111111011010(bin) = 4058(dec),1/4,4,1,5,0
00111111011011(bin) = 4059(dec),1/4,4,1,5,0
00111111011100(bin) = 4060(dec),1/4,4,1,5,0
00111111011101(bin) = 4061(dec),1/4,4,1,5,0
00111111011110(bin) = 4062(dec),1/4,4,1,5,0
00111111011111(bin) = 4063(dec),1/4,4,1,5,0
00111111100000(bin) = 4064(dec),1/4,4,1,5,0
00111111100001(bin) = 4065(dec),1/4,4,1,5,0
00111111100010(bin) = 4066(dec),1/4,4,1,5,0
00111111100011(bin) = 4067(dec),1/4,4,1,5,0
00111111100100(bin) = 4068(dec),1/4,4,1,5,0
00111111100101(bin) = 4069(dec),1/4,4,1,5,0
00111111100110(bin) = 4070(dec),1/4,4,1,5,0
00111111100111(bin) = 4071(dec),1/4,4,1,5,0
00111111101000(bin) = 4072(dec),1/4,4,1,5,0
00111111101001(bin) = 4073(dec),1/4,4,1,5,0
00111111101010(bin) = 4074(dec),1/4,4,1,5,0
00111111101011(bin) = 4075(dec),1/4,4,1,5,0
00111111101100(bin) = 4076(dec),1/4,4,1,5,0
00111111101101(bin) = 4077(dec),1/4,4,1,5,0
00111111101110(bin) = 4078(dec),1/4,4,1,5,0
00111111101111(bin) = 4079(dec),1/4,4,1,5,0
00111111110000(bin) = 4080(dec),1/4,4,1,5,0
00111111110001(bin) = 4081(dec),1/4,4,1,5,0
00111111110010(bin) = 4082(dec),1/4,4,1,5,0
00111111110011(bin) = 4083(dec),1/4,4,1,5,0
00111111110100(bin) = 4084(dec),1/4,4,1,5,0
00111111110101(bin) = 4085(dec),1/4,4,1,5,0
00111111110110(bin) = 4086(dec),1/4,4,1,5,0
00111111110111(bin) = 4087(dec),1/4,4,1,5,0
00111111111000(bin) = 4088(dec),1/4,4,1,5,0
00111111111001(bin) = 4089(dec),1/4,4,1,5,0
00111111111010(bin) = 4090(dec),1/4,4,1,5,0
00111111111011(bin) = 4091(dec),1/4,4,1,5,0
00111111111100(bin) = 4092(dec),1/4,4,1,5,0
00111111111101(bin) = 4093(dec),1/4,4,1,5,0
00111111111110(bin) = 4094(dec),1/4,4,1,5,0
00111111111111(bin) = 4095(dec),1/4,4,1,5,0
01000000000001(bin) = 4097(dec),1/4,4,1,5,0
01000000000010(bin) = 4098(dec),1/4,4,1,5,0
01000000000011(bin) = 4099(dec),1/4,4,1,5,0
01000000000100(bin) = 4100(dec),1/4,4,1,5,0
01000000000101(bin) = 4101(dec),1/4,4,1,5,0
01000000000110(bin) = 4102(dec),1/4,4,1,5,0
01000000000111(bin) = 4103(dec),1/4,4,1,5,0
01000000001000(bin) = 4104(dec),1/4,4,1,5,0
01000000001001(bin) = 4105(dec),1/4,4,1,5,0
01000000001010(bin) = 4106(dec),1/4,4,1,5,0
01000000001011(bin) = 4107(dec),1/4,4,1,5,0
01000000001100(bin) = 4108(dec),1/4,4,1,5,0
01000000001101(bin) = 4109(dec),1/4,4,1,5,0
01000000001110(bin) = 4110(dec),1/4,4,1,5,0
01000000001111(bin) = 4111(dec),1/4,4,1,5,0
01000000010000(bin) = 4112(dec),1/4,4,1,5,0
01000000010001(bin) = 4113(dec),1/4,4,1,5,0
01000000010010(bin) = 4114(dec),1/4,4,1,5,0
01000000010011(bin) = 4115(dec),1/4,4,1,5,0
01000000010100(bin) = 4116(dec),1/4,4,1,5,0
01000000010101(bin) = 4117(dec),1/4,4,1,5,0
01000000010110(bin) = 4118(dec),1/4,4,1,5,0
01000000010111(bin) = 4119(dec),1/4,4,1,5,0
01000000011000(bin) = 4120(dec),1/4,4,1,5,0
01000000011001(bin) = 4121(dec),1/4,4,1,5,0
01000000011010(bin) = 4122(dec),1/4,4,1,5,0
01000000011011(bin) = 4123(dec),1/4,4,1,5,0
01000000011100(bin) = 4124(dec),1/4,4,1,5,0
01000000011101(bin) = 4125(dec),1/4,4,1,5,0
01000000011110(bin) = 4126(dec),1/4,4,1,5,0
01000000011111(bin) = 4127(dec),1/4,4,1,5,0
01000000100000(bin) = 4128(dec),1/4,4,1,5,0
01000000100001(bin) = 4129(dec),1/4,4,1,5,0
01000000100010(bin) = 4130(dec),1/4,4,1,5,0
01000000100011(bin) = 4131(dec),1/4,4,1,5,0
01000000100100(bin) = 4132(dec),1/4,4,1,5,0
01000000100101(bin) = 4133(dec),1/4,4,1,5,0
01000001001110(bin) = 4174(dec),13/51,51,1,11,0
01000001001111(bin) = 4175(dec),13/51,51,1,11,0
01000001010000(bin) = 4176(dec),13/51,51,1,11,0
01000001010001(bin) = 4177(dec),13/51,51,1,11,0
01000001010010(bin) = 4178(dec),13/51,51,1,11,0
01000001010011(bin) = 4179(dec),13/51,51,1,11,0
01000001111101(bin) = 4221(dec),8/31,31,1,11,0
01000001111110(bin) = 4222(dec),8/31,31,1,11,0
01000001111111(bin) = 4223(dec),8/31,31,1,11,0
01000010000000(bin) = 4224(dec),8/31,31,1,11,0
01000010000001(bin) = 4225(dec),8/31,31,1,11,0
01000010000010(bin) = 4226(dec),8/31,31,1,11,0
01000010000011(bin) = 4227(dec),8/31,31,1,11,0
01000010000100(bin) = 4228(dec),8/31,31,1,11,0
01000010000101(bin) = 4229(dec),8/31,31,1,11,0
01000010000110(bin) = 4230(dec),8/31,31,1,11,0
01000010000111(bin) = 4231(dec),8/31,31,1,11,0
01000010001000(bin) = 4232(dec),8/31,31,1,11,0
01000010001001(bin) = 4233(dec),8/31,31,1,11,0
01000010001010(bin) = 4234(dec),8/31,31,1,11,0
01000010001011(bin) = 4235(dec),8/31,31,1,11,0
01000010001100(bin) = 4236(dec),8/31,31,1,11,0
01000010001101(bin) = 4237(dec),8/31,31,1,11,0
01000010011110(bin) = 4254(dec),13/50,50,1,11,0
01000010011111(bin) = 4255(dec),13/50,50,1,11,0
01000010100000(bin) = 4256(dec),13/50,50,1,11,0
01000010100001(bin) = 4257(dec),13/50,50,1,11,0
01000010100010(bin) = 4258(dec),13/50,50,1,11,0
01000010100011(bin) = 4259(dec),13/50,50,1,11,0
01000010100100(bin) = 4260(dec),13/50,50,1,11,0
01000010100101(bin) = 4261(dec),13/50,50,1,11,0
01000010100110(bin) = 4262(dec),13/50,50,1,11,0
01000010100111(bin) = 4263(dec),13/50,50,1,11,0
01000010101000(bin) = 4264(dec),13/50,50,1,11,0
01000010101001(bin) = 4265(dec),13/50,50,1,11,0
01000010101010(bin) = 4266(dec),13/50,50,1,11,0
01000011100000(bin) = 4320(dec),14/53,53,1,5,0
01000011100001(bin) = 4321(dec),14/53,53,1,5,0
01000011100010(bin) = 4322(dec),14/53,53,1,5,0
01000011100011(bin) = 4323(dec),14/53,53,1,5,0
01000011100100(bin) = 4324(dec),14/53,53,1,5,0
01000011100101(bin) = 4325(dec),14/53,53,1,5,0
01000011100110(bin) = 4326(dec),14/53,53,1,5,0
01000011100111(bin) = 4327(dec),14/53,53,1,5,0
01000011101000(bin) = 4328(dec),14/53,53,1,5,0
01000011101001(bin) = 4329(dec),14/53,53,1,5,0
01000011101010(bin) = 4330(dec),14/53,53,1,5,0
01000011101011(bin) = 4331(dec),14/53,53,1,5,0
01000011101100(bin) = 4332(dec),14/53,53,1,5,0
01000011110110(bin) = 4342(dec),13/49,49,5,1,0
01000011110111(bin) = 4343(dec),13/49,49,5,1,0
01000011111000(bin) = 4344(dec),13/49,49,5,1,0
01000011111001(bin) = 4345(dec),13/49,49,5,1,0
01000011111010(bin) = 4346(dec),13/49,49,5,1,0
01000011111011(bin) = 4347(dec),13/49,49,5,1,0
01000011111100(bin) = 4348(dec),13/49,49,5,1,0
01000011111101(bin) = 4349(dec),13/49,49,5,1,0
01000011111110(bin) = 4350(dec),13/49,49,5,1,0
01000011111111(bin) = 4351(dec),13/49,49,5,1,0
01000100000000(bin) = 4352(dec),13/49,49,5,1,0
01000100000001(bin) = 4353(dec),13/49,49,5,1,0
01000100000010(bin) = 4354(dec),13/49,49,5,1,0
01000100000011(bin) = 4355(dec),13/49,49,5,1,0
01000100000100(bin) = 4356(dec),13/49,49,5,1,0
01000100000101(bin) = 4357(dec),13/49,49,5,1,0
01000101000100(bin) = 4420(dec),10/37,37,1,5,0
01000101000101(bin) = 4421(dec),10/37,37,1,5,0
01000101000110(bin) = 4422(dec),10/37,37,1,5,0
01000101000111(bin) = 4423(dec),10/37,37,1,5,0
01000101001000(bin) = 4424(dec),10/37,37,1,5,0
01000101001001(bin) = 4425(dec),10/37,37,1,5,0
01000101001010(bin) = 4426(dec),10/37,37,1,5,0
01000101001011(bin) = 4427(dec),10/37,37,1,5,0
01000101001100(bin) = 4428(dec),10/37,37,1,5,0
01000101001101(bin) = 4429(dec),10/37,37,1,5,0
01000101001110(bin) = 4430(dec),10/37,37,1,5,0
01000101001111(bin) = 4431(dec),10/37,37,1,5,0
01000101010000(bin) = 4432(dec),10/37,37,1,5,0
01000101010001(bin) = 4433(dec),13/48,48,5,1,0
01000101010010(bin) = 4434(dec),13/48,48,5,1,0
01000101010011(bin) = 4435(dec),13/48,48,5,1,0
01000101010100(bin) = 4436(dec),13/48,48,5,1,0
01000101010101(bin) = 4437(dec),13/48,48,5,1,0
01000101010110(bin) = 4438(dec),13/48,48,5,1,0
01000101010111(bin) = 4439(dec),13/48,48,5,1,0
01000101011000(bin) = 4440(dec),13/48,48,5,1,0
01000101011001(bin) = 4441(dec),13/48,48,5,1,0
01000101011010(bin) = 4442(dec),13/48,48,5,1,0
01000101011011(bin) = 4443(dec),13/48,48,5,1,0
01000101011100(bin) = 4444(dec),13/48,48,5,1,0
01000101011101(bin) = 4445(dec),13/48,48,5,1,0
01000101011110(bin) = 4446(dec),13/48,48,5,1,0
01000101011111(bin) = 4447(dec),13/48,48,5,1,0
01000101100000(bin) = 4448(dec),13/48,48,5,1,0
01000101100001(bin) = 4449(dec),13/48,48,5,1,0
01000101100010(bin) = 4450(dec),13/48,48,5,1,0
01000101100011(bin) = 4451(dec),13/48,48,5,1,0
01000101100100(bin) = 4452(dec),13/48,48,5,1,0
01000101100101(bin) = 4453(dec),3/11,11,1,11,0
01000101100110(bin) = 4454(dec),3/11,11,1,11,0
01000101100111(bin) = 4455(dec),3/11,11,1,11,0
01000101101000(bin) = 4456(dec),3/11,11,1,11,0
01000101101001(bin) = 4457(dec),3/11,11,1,11,0
01000101101010(bin) = 4458(dec),3/11,11,1,11,0
01000101101011(bin) = 4459(dec),3/11,11,1,11,0
01000101101100(bin) = 4460(dec),3/11,11,1,11,0
01000101101101(bin) = 4461(dec),3/11,11,1,11,0
01000101101110(bin) = 4462(dec),3/11,11,1,11,0
01000101101111(bin) = 4463(dec),3/11,11,1,11,0
01000101110000(bin) = 4464(dec),3/11,11,1,11,0
01000101110001(bin) = 4465(dec),3/11,11,1,11,0
01000101110010(bin) = 4466(dec),3/11,11,1,11,0
01000101110011(bin) = 4467(dec),3/11,11,1,11,0
01000101110100(bin) = 4468(dec),3/11,11,1,11,0
01000101110101(bin) = 4469(dec),3/11,11,1,11,0
01000101110110(bin) = 4470(dec),3/11,11,1,11,0
01000101110111(bin) = 4471(dec),3/11,11,1,11,0
01000101111000(bin) = 4472(dec),3/11,11,1,11,0
01000101111001(bin) = 4473(dec),3/11,11,1,11,0
01000101111010(bin) = 4474(dec),3/11,11,1,11,0
01000101111011(bin) = 4475(dec),3/11,11,1,11,0
01000101111100(bin) = 4476(dec),3/11,11,1,11,0
01000101111101(bin) = 4477(dec),3/11,11,1,11,0
01000101111110(bin) = 4478(dec),3/11,11,1,11,0
01000101111111(bin) = 4479(dec),3/11,11,1,11,0
01000110000000(bin) = 4480(dec),3/11,11,1,11,0
01000110000001(bin) = 4481(dec),3/11,11,1,11,0
01000110000010(bin) = 4482(dec),3/11,11,1,11,0
01000110000011(bin) = 4483(dec),14/51,51,1,11,0
01000110000100(bin) = 4484(dec),14/51,51,1,11,0
01000110000101(bin) = 4485(dec),14/51,51,1,11,0
01000110000110(bin) = 4486(dec),14/51,51,1,11,0
01000110000111(bin) = 4487(dec),14/51,51,1,11,0
01000110001000(bin) = 4488(dec),14/51,51,1,11,0
01000110001001(bin) = 4489(dec),14/51,51,1,11,0
01000110001010(bin) = 4490(dec),14/51,51,1,11,0
01000110001011(bin) = 4491(dec),14/51,51,1,11,0
01000110001100(bin) = 4492(dec),14/51,51,1,11,0
01000110001101(bin) = 4493(dec),14/51,51,1,11,0
01000110001110(bin) = 4494(dec),14/51,51,1,11,0
01000110001111(bin) = 4495(dec),14/51,51,1,11,0
01000110010000(bin) = 4496(dec),14/51,51,1,11,0
01000110010001(bin) = 4497(dec),14/51,51,1,11,0
01000110010010(bin) = 4498(dec),14/51,51,1,11,0
01000110010011(bin) = 4499(dec),14/51,51,1,11,0
01000110010100(bin) = 4500(dec),14/51,51,1,11,0
01000110010101(bin) = 4501(dec),14/51,51,1,11,0
01000110100001(bin) = 4513(dec),8/29,29,1,5,0
01000110100010(bin) = 4514(dec),8/29,29,1,5,0
01000110100011(bin) = 4515(dec),8/29,29,1,5,0
01000110100100(bin) = 4516(dec),8/29,29,1,5,0
01000110100101(bin) = 4517(dec),8/29,29,1,5,0
01000110100110(bin) = 4518(dec),8/29,29,1,5,0
01000110100111(bin) = 4519(dec),8/29,29,1,5,0
01000110101000(bin) = 4520(dec),8/29,29,1,5,0
01000110101001(bin) = 4521(dec),8/29,29,1,5,0
01000110101010(bin) = 4522(dec),8/29,29,1,5,0
