Register Output,Fraction,Guess for r,guess1,guess2
1011110000101(bin) = 6021(dec),36/49,49,5,1
1011110001010(bin) = 6026(dec),39/53,53,1,5
1011110001011(bin) = 6027(dec),39/53,53,1,5
1011110001100(bin) = 6028(dec),39/53,53,1,5
1011110001101(bin) = 6029(dec),39/53,53,1,5
1011110001110(bin) = 6030(dec),39/53,53,1,5
1011110001111(bin) = 6031(dec),39/53,53,1,5
1011110010000(bin) = 6032(dec),39/53,53,1,5
1011110101011(bin) = 6059(dec),37/50,50,1,11
1011110101100(bin) = 6060(dec),37/50,50,1,11
1011110101101(bin) = 6061(dec),37/50,50,1,11
1011110101110(bin) = 6062(dec),37/50,50,1,11
1011110101111(bin) = 6063(dec),37/50,50,1,11
1011110110000(bin) = 6064(dec),37/50,50,1,11
1011110110001(bin) = 6065(dec),37/50,50,1,11
1011110111010(bin) = 6074(dec),23/31,31,1,11
1011110111011(bin) = 6075(dec),23/31,31,1,11
1011110111100(bin) = 6076(dec),23/31,31,1,11
1011110111101(bin) = 6077(dec),23/31,31,1,11
1011110111110(bin) = 6078(dec),23/31,31,1,11
1011110111111(bin) = 6079(dec),23/31,31,1,11
1011111000000(bin) = 6080(dec),23/31,31,1,11
1011111000001(bin) = 6081(dec),23/31,31,1,11
1011111010111(bin) = 6103(dec),38/51,51,1,11
1011111011000(bin) = 6104(dec),38/51,51,1,11
1011111011001(bin) = 6105(dec),38/51,51,1,11
1011111101110(bin) = 6126(dec),3/4,4,1,5
1011111101111(bin) = 6127(dec),3/4,4,1,5
1011111110000(bin) = 6128(dec),3/4,4,1,5
1011111110001(bin) = 6129(dec),3/4,4,1,5
1011111110010(bin) = 6130(dec),3/4,4,1,5
1011111110011(bin) = 6131(dec),3/4,4,1,5
1011111110100(bin) = 6132(dec),3/4,4,1,5
1011111110101(bin) = 6133(dec),3/4,4,1,5
1011111110110(bin) = 6134(dec),3/4,4,1,5
1011111110111(bin) = 6135(dec),3/4,4,1,5
1011111111000(bin) = 6136(dec),3/4,4,1,5
1011111111001(bin) = 6137(dec),3/4,4,1,5
1011111111010(bin) = 6138(dec),3/4,4,1,5
1011111111011(bin) = 6139(dec),3/4,4,1,5
1011111111100(bin) = 6140(dec),3/4,4,1,5
1011111111101(bin) = 6141(dec),3/4,4,1,5
1011111111110(bin) = 6142(dec),3/4,4,1,5
1011111111111(bin) = 6143(dec),3/4,4,1,5
1100000000001(bin) = 6145(dec),3/4,4,1,5
1100000000010(bin) = 6146(dec),3/4,4,1,5
1100000000011(bin) = 6147(dec),3/4,4,1,5
1100000000100(bin) = 6148(dec),3/4,4,1,5
1100000000101(bin) = 6149(dec),3/4,4,1,5
1100000000110(bin) = 6150(dec),3/4,4,1,5
1100000000111(bin) = 6151(dec),3/4,4,1,5
1100000001000(bin) = 6152(dec),3/4,4,1,5
1100000001001(bin) = 6153(dec),3/4,4,1,5
1100000001010(bin) = 6154(dec),3/4,4,1,5
1100000001011(bin) = 6155(dec),3/4,4,1,5
1100000001100(bin) = 6156(dec),3/4,4,1,5
1100000001101(bin) = 6157(dec),3/4,4,1,5
1100000001110(bin) = 6158(dec),3/4,4,1,5
1100000001111(bin) = 6159(dec),3/4,4,1,5
1100000010000(bin) = 6160(dec),3/4,4,1,5
1100000010001(bin) = 6161(dec),3/4,4,1,5
1100000010010(bin) = 6162(dec),3/4,4,1,5
1100000010011(bin) = 6163(dec),3/4,4,1,5
1100000010100(bin) = 6164(dec),40/53,53,1,5
1100000010101(bin) = 6165(dec),40/53,53,1,5
1100000010110(bin) = 6166(dec),40/53,53,1,5
1100000010111(bin) = 6167(dec),40/53,53,1,5
1100000011000(bin) = 6168(dec),40/53,53,1,5
1100000011001(bin) = 6169(dec),40/53,53,1,5
1100000011010(bin) = 6170(dec),40/53,53,1,5
1100000011011(bin) = 6171(dec),40/53,53,1,5
1100000011100(bin) = 6172(dec),40/53,53,1,5
1100000011101(bin) = 6173(dec),40/53,53,1,5
1100000011110(bin) = 6174(dec),40/53,53,1,5
1100000011111(bin) = 6175(dec),40/53,53,1,5
1100000100000(bin) = 6176(dec),40/53,53,1,5
1100000100001(bin) = 6177(dec),40/53,53,1,5
1100000100010(bin) = 6178(dec),40/53,53,1,5
1100000100011(bin) = 6179(dec),40/53,53,1,5
1100000100100(bin) = 6180(dec),40/53,53,1,5
1100000100101(bin) = 6181(dec),40/53,53,1,5
1100000100110(bin) = 6182(dec),40/53,53,1,5
1100000100111(bin) = 6183(dec),40/53,53,1,5
1100000101000(bin) = 6184(dec),40/53,53,1,5
1100000101001(bin) = 6185(dec),37/49,49,5,1
1100000101010(bin) = 6186(dec),37/49,49,5,1
1100000101011(bin) = 6187(dec),37/49,49,5,1
1100000101100(bin) = 6188(dec),34/45,45,1,5
1100000101101(bin) = 6189(dec),34/45,45,1,5
1100000101110(bin) = 6190(dec),34/45,45,1,5
1100000101111(bin) = 6191(dec),34/45,45,1,5
1100000110101(bin) = 6197(dec),28/37,37,1,5
1100000110110(bin) = 6198(dec),28/37,37,1,5
1100000110111(bin) = 6199(dec),28/37,37,1,5
1100000111000(bin) = 6200(dec),28/37,37,1,5
1100000111001(bin) = 6201(dec),28/37,37,1,5
1100000111010(bin) = 6202(dec),28/37,37,1,5
1100000111011(bin) = 6203(dec),25/33,33,5,1
1100000111100(bin) = 6204(dec),25/33,33,5,1
1100000111101(bin) = 6205(dec),25/33,33,5,1
1100000111110(bin) = 6206(dec),25/33,33,5,1
1100000111111(bin) = 6207(dec),25/33,33,5,1
1100001000000(bin) = 6208(dec),25/33,33,5,1
1100001000001(bin) = 6209(dec),25/33,33,5,1
1100001000010(bin) = 6210(dec),25/33,33,5,1
1100001000011(bin) = 6211(dec),22/29,29,1,5
1100001000100(bin) = 6212(dec),22/29,29,1,5
1100001000101(bin) = 6213(dec),22/29,29,1,5
1100001000110(bin) = 6214(dec),22/29,29,1,5
1100001000111(bin) = 6215(dec),22/29,29,1,5
1100001001000(bin) = 6216(dec),22/29,29,1,5
1100001001001(bin) = 6217(dec),22/29,29,1,5
1100001001111(bin) = 6223(dec),19/25,25,5,1
1100001010000(bin) = 6224(dec),19/25,25,5,1
1100001010001(bin) = 6225(dec),19/25,25,5,1
1100001010010(bin) = 6226(dec),19/25,25,5,1
1100001010011(bin) = 6227(dec),19/25,25,5,1
1100001010100(bin) = 6228(dec),19/25,25,5,1
1100001010101(bin) = 6229(dec),19/25,25,5,1
1100001011110(bin) = 6238(dec),16/21,21,11,5
1100001011111(bin) = 6239(dec),16/21,21,11,5
1100001100000(bin) = 6240(dec),16/21,21,11,5
1100001100001(bin) = 6241(dec),16/21,21,11,5
1100001100010(bin) = 6242(dec),16/21,21,11,5
1100001100011(bin) = 6243(dec),16/21,21,11,5
1100001100100(bin) = 6244(dec),16/21,21,11,5
1100001100101(bin) = 6245(dec),16/21,21,11,5
1100001100110(bin) = 6246(dec),16/21,21,11,5
1100001110101(bin) = 6261(dec),13/17,17,5,1
1100001110110(bin) = 6262(dec),13/17,17,5,1
1100001110111(bin) = 6263(dec),13/17,17,5,1
1100001111000(bin) = 6264(dec),13/17,17,5,1
1100001111001(bin) = 6265(dec),13/17,17,5,1
1100001111010(bin) = 6266(dec),13/17,17,5,1
1100001111011(bin) = 6267(dec),13/17,17,5,1
1100001111100(bin) = 6268(dec),13/17,17,5,1
1100001111101(bin) = 6269(dec),13/17,17,5,1
1100010000110(bin) = 6278(dec),23/30,30,1,11
1100010000111(bin) = 6279(dec),23/30,30,1,11
1100010001000(bin) = 6280(dec),23/30,30,1,11
1100010001001(bin) = 6281(dec),23/30,30,1,11
1100010001010(bin) = 6282(dec),23/30,30,1,11
1100010001011(bin) = 6283(dec),23/30,30,1,11
1100010010111(bin) = 6295(dec),10/13,13,1,5
1100010011000(bin) = 6296(dec),10/13,13,1,5
1100010011001(bin) = 6297(dec),10/13,13,1,5
1100010011010(bin) = 6298(dec),10/13,13,1,5
1100010011011(bin) = 6299(dec),10/13,13,1,5
1100010011100(bin) = 6300(dec),10/13,13,1,5
1100010011101(bin) = 6301(dec),10/13,13,1,5
1100010011110(bin) = 6302(dec),10/13,13,1,5
1100010011111(bin) = 6303(dec),10/13,13,1,5
1100010100000(bin) = 6304(dec),10/13,13,1,5
1100010100001(bin) = 6305(dec),10/13,13,1,5
1100010100010(bin) = 6306(dec),10/13,13,1,5
1100010100011(bin) = 6307(dec),10/13,13,1,5
1100010100100(bin) = 6308(dec),10/13,13,1,5
1100010100101(bin) = 6309(dec),37/48,48,5,1
1100010100110(bin) = 6310(dec),37/48,48,5,1
1100010100111(bin) = 6311(dec),37/48,48,5,1
1100010101000(bin) = 6312(dec),37/48,48,5,1
1100010101001(bin) = 6313(dec),37/48,48,5,1
1100010101010(bin) = 6314(dec),37/48,48,5,1
1100010101011(bin) = 6315(dec),37/48,48,5,1
1100010101100(bin) = 6316(dec),37/48,48,5,1
1100010101101(bin) = 6317(dec),37/48,48,5,1
1100010111110(bin) = 6334(dec),41/53,53,1,5
1100010111111(bin) = 6335(dec),41/53,53,1,5
1100011000000(bin) = 6336(dec),41/53,53,1,5
1100011000001(bin) = 6337(dec),41/53,53,1,5
1100011000010(bin) = 6338(dec),41/53,53,1,5
1100011000011(bin) = 6339(dec),41/53,53,1,5
1100011000100(bin) = 6340(dec),24/31,31,1,11
1100011000101(bin) = 6341(dec),24/31,31,1,11
1100011000110(bin) = 6342(dec),24/31,31,1,11
1100011000111(bin) = 6343(dec),24/31,31,1,11
1100011001000(bin) = 6344(dec),24/31,31,1,11
1100011001001(bin) = 6345(dec),24/31,31,1,11
1100011001111(bin) = 6351(dec),38/49,49,5,1
1100011010000(bin) = 6352(dec),38/49,49,5,1
1100011010001(bin) = 6353(dec),38/49,49,5,1
1100011010010(bin) = 6354(dec),38/49,49,5,1
1100011010011(bin) = 6355(dec),38/49,49,5,1
1100011010100(bin) = 6356(dec),38/49,49,5,1
1100011010101(bin) = 6357(dec),38/49,49,5,1
1100011010110(bin) = 6358(dec),38/49,49,5,1
1100011010111(bin) = 6359(dec),38/49,49,5,1
1100011011000(bin) = 6360(dec),38/49,49,5,1
1100011011001(bin) = 6361(dec),38/49,49,5,1
1100011011010(bin) = 6362(dec),38/49,49,5,1
1100011011011(bin) = 6363(dec),7/9,9,5,1
1100011011100(bin) = 6364(dec),7/9,9,5,1
1100011011101(bin) = 6365(dec),7/9,9,5,1
1100011011110(bin) = 6366(dec),7/9,9,5,1
1100011011111(bin) = 6367(dec),7/9,9,5,1
1100011100000(bin) = 6368(dec),7/9,9,5,1
1100011100001(bin) = 6369(dec),7/9,9,5,1
1100011100010(bin) = 6370(dec),7/9,9,5,1
1100011100011(bin) = 6371(dec),7/9,9,5,1
1100011100100(bin) = 6372(dec),7/9,9,5,1
1100011100101(bin) = 6373(dec),7/9,9,5,1
1100011100110(bin) = 6374(dec),7/9,9,5,1
1100011100111(bin) = 6375(dec),7/9,9,5,1
1100011101000(bin) = 6376(dec),7/9,9,5,1
1100011101001(bin) = 6377(dec),7/9,9,5,1
1100011101010(bin) = 6378(dec),7/9,9,5,1
1100011101011(bin) = 6379(dec),7/9,9,5,1
1100011101100(bin) = 6380(dec),7/9,9,5,1
1100011101101(bin) = 6381(dec),39/50,50,1,11
1100011101110(bin) = 6382(dec),39/50,50,1,11
1100011101111(bin) = 6383(dec),39/50,50,1,11
1100011110000(bin) = 6384(dec),39/50,50,1,11
1100011110001(bin) = 6385(dec),39/50,50,1,11
1100011110010(bin) = 6386(dec),39/50,50,1,11
1100011110011(bin) = 6387(dec),39/50,50,1,11
1100011110100(bin) = 6388(dec),39/50,50,1,11
1100011110101(bin) = 6389(dec),39/50,50,1,11
1100011110110(bin) = 6390(dec),39/50,50,1,11
1100011110111(bin) = 6391(dec),39/50,50,1,11
1100011111101(bin) = 6397(dec),25/32,32,5,1
1100011111110(bin) = 6398(dec),25/32,32,5,1
1100011111111(bin) = 6399(dec),25/32,32,5,1
1100100000000(bin) = 6400(dec),25/32,32,5,1
1100100000001(bin) = 6401(dec),25/32,32,5,1
1100100000010(bin) = 6402(dec),25/32,32,5,1
1100100010000(bin) = 6416(dec),29/37,37,1,5
1100100010001(bin) = 6417(dec),29/37,37,1,5
1100100010010(bin) = 6418(dec),29/37,37,1,5
1100100010011(bin) = 6419(dec),29/37,37,1,5
1100100010100(bin) = 6420(dec),29/37,37,1,5
1100100010101(bin) = 6421(dec),29/37,37,1,5
1100100010110(bin) = 6422(dec),29/37,37,1,5
1100100010111(bin) = 6423(dec),40/51,51,1,11
1100100011000(bin) = 6424(dec),40/51,51,1,11
1100100011001(bin) = 6425(dec),40/51,51,1,11
1100100011010(bin) = 6426(dec),40/51,51,1,11
1100100011011(bin) = 6427(dec),40/51,51,1,11
1100100011100(bin) = 6428(dec),40/51,51,1,11
1100100011101(bin) = 6429(dec),40/51,51,1,11
1100100011110(bin) = 6430(dec),40/51,51,1,11
1100100110100(bin) = 6452(dec),26/33,33,5,1
1100100110101(bin) = 6453(dec),26/33,33,5,1
1100100110110(bin) = 6454(dec),26/33,33,5,1
1100100110111(bin) = 6455(dec),26/33,33,5,1
1100100111000(bin) = 6456(dec),26/33,33,5,1
1100100111001(bin) = 6457(dec),41/52,52,1,5
1100100111010(bin) = 6458(dec),41/52,52,1,5
1100100111011(bin) = 6459(dec),41/52,52,1,5
1100100111100(bin) = 6460(dec),41/52,52,1,5
1100100111101(bin) = 6461(dec),41/52,52,1,5
1100100111110(bin) = 6462(dec),41/52,52,1,5
1100100111111(bin) = 6463(dec),41/52,52,1,5
1100101010010(bin) = 6482(dec),19/24,24,5,1
1100101010011(bin) = 6483(dec),19/24,24,5,1
1100101010100(bin) = 6484(dec),19/24,24,5,1
1100101010101(bin) = 6485(dec),19/24,24,5,1
1100101010110(bin) = 6486(dec),19/24,24,5,1
1100101010111(bin) = 6487(dec),19/24,24,5,1
1100101011000(bin) = 6488(dec),19/24,24,5,1
1100101011001(bin) = 6489(dec),42/53,53,1,5
1100101011010(bin) = 6490(dec),42/53,53,1,5
1100101011011(bin) = 6491(dec),42/53,53,1,5
1100101011100(bin) = 6492(dec),42/53,53,1,5
1100101011101(bin) = 6493(dec),42/53,53,1,5
1100101011110(bin) = 6494(dec),42/53,53,1,5
1100101011111(bin) = 6495(dec),23/29,29,1,5
1100101100000(bin) = 6496(dec),23/29,29,1,5
1100101100001(bin) = 6497(dec),23/29,29,1,5
1100101100010(bin) = 6498(dec),23/29,29,1,5
1100101100100(bin) = 6500(dec),23/29,29,1,5
1100101100101(bin) = 6501(dec),23/29,29,1,5
1100101110010(bin) = 6514(dec),35/44,44,1,5
1100101110011(bin) = 6515(dec),35/44,44,1,5
1100101110100(bin) = 6516(dec),35/44,44,1,5
1100101110101(bin) = 6517(dec),35/44,44,1,5
1100101110110(bin) = 6518(dec),35/44,44,1,5
1100101110111(bin) = 6519(dec),39/49,49,5,1
1100101111000(bin) = 6520(dec),39/49,49,5,1
1100101111001(bin) = 6521(dec),39/49,49,5,1
1100110001011(bin) = 6539(dec),4/5,5,1,5
1100110001111(bin) = 6543(dec),4/5,5,1,5
1100110010101(bin) = 6549(dec),4/5,5,1,5
1100110100000(bin) = 6560(dec),4/5,5,1,5
1100110100001(bin) = 6561(dec),4/5,5,1,5
1100110100101(bin) = 6565(dec),4/5,5,1,5
1100110101000(bin) = 6568(dec),4/5,5,1,5
1100110101001(bin) = 6569(dec),4/5,5,1,5
1100110101010(bin) = 6570(dec),41/51,51,1,11
1100110101100(bin) = 6572(dec),41/51,51,1,11
1100110101101(bin) = 6573(dec),41/51,51,1,11
1100110101110(bin) = 6574(dec),41/51,51,1,11
1100110101111(bin) = 6575(dec),41/51,51,1,11
1100110110000(bin) = 6576(dec),41/51,51,1,11
1100110110001(bin) = 6577(dec),41/51,51,1,11
1100110110010(bin) = 6578(dec),41/51,51,1,11
1100110110011(bin) = 6579(dec),41/51,51,1,11
1100110110100(bin) = 6580(dec),41/51,51,1,11
1100110110101(bin) = 6581(dec),41/51,51,1,11
1100110110110(bin) = 6582(dec),41/51,51,1,11
1100110110111(bin) = 6583(dec),41/51,51,1,11
1100110111000(bin) = 6584(dec),41/51,51,1,11
1100110111001(bin) = 6585(dec),41/51,51,1,11
1100110111010(bin) = 6586(dec),41/51,51,1,11
1100110111011(bin) = 6587(dec),41/51,51,1,11
1100111000101(bin) = 6597(dec),29/36,36,1,5
1100111000110(bin) = 6598(dec),29/36,36,1,5
1100111000111(bin) = 6599(dec),29/36,36,1,5
1100111001000(bin) = 6600(dec),29/36,36,1,5
1100111001001(bin) = 6601(dec),29/36,36,1,5
1100111001010(bin) = 6602(dec),29/36,36,1,5
1100111001100(bin) = 6604(dec),25/31,31,1,11
1100111001101(bin) = 6605(dec),25/31,31,1,11
1100111001110(bin) = 6606(dec),25/31,31,1,11
1100111001111(bin) = 6607(dec),25/31,31,1,11
1100111010000(bin) = 6608(dec),25/31,31,1,11
1100111010001(bin) = 6609(dec),25/31,31,1,11
1100111010010(bin) = 6610(dec),25/31,31,1,11
1100111100100(bin) = 6628(dec),17/21,21,11,5
1100111100101(bin) = 6629(dec),17/21,21,11,5
1100111100110(bin) = 6630(dec),17/21,21,11,5
1100111100111(bin) = 6631(dec),17/21,21,11,5
1100111101000(bin) = 6632(dec),17/21,21,11,5
1100111101001(bin) = 6633(dec),17/21,21,11,5
1100111101010(bin) = 6634(dec),17/21,21,11,5
1100111101011(bin) = 6635(dec),17/21,21,11,5
1100111101100(bin) = 6636(dec),17/21,21,11,5
1100111101101(bin) = 6637(dec),30/37,37,1,5
1100111101110(bin) = 6638(dec),30/37,37,1,5
1100111101111(bin) = 6639(dec),30/37,37,1,5
1100111110000(bin) = 6640(dec),30/37,37,1,5
1100111110001(bin) = 6641(dec),30/37,37,1,5
1100111110010(bin) = 6642(dec),30/37,37,1,5
1100111110011(bin) = 6643(dec),30/37,37,1,5
1100111110100(bin) = 6644(dec),30/37,37,1,5
1100111110101(bin) = 6645(dec),43/53,53,1,5
1100111110110(bin) = 6646(dec),43/53,53,1,5
1100111110111(bin) = 6647(dec),43/53,53,1,5
1100111111000(bin) = 6648(dec),43/53,53,1,5
1100111111001(bin) = 6649(dec),43/53,53,1,5
1100111111010(bin) = 6650(dec),43/53,53,1,5
1100111111011(bin) = 6651(dec),43/53,53,1,5
1100111111100(bin) = 6652(dec),13/16,16,5,1
1100111111101(bin) = 6653(dec),13/16,16,5,1
1100111111110(bin) = 6654(dec),13/16,16,5,1
1100111111111(bin) = 6655(dec),13/16,16,5,1
1101000000000(bin) = 6656(dec),13/16,16,5,1
1101000000001(bin) = 6657(dec),13/16,16,5,1
1101000000011(bin) = 6659(dec),13/16,16,5,1
1101000000100(bin) = 6660(dec),13/16,16,5,1
1101000000101(bin) = 6661(dec),13/16,16,5,1
1101000011110(bin) = 6686(dec),40/49,49,5,1
1101000011111(bin) = 6687(dec),40/49,49,5,1
1101000100000(bin) = 6688(dec),40/49,49,5,1
1101000100001(bin) = 6689(dec),40/49,49,5,1
1101000100010(bin) = 6690(dec),40/49,49,5,1
1101000100011(bin) = 6691(dec),40/49,49,5,1
1101000100100(bin) = 6692(dec),40/49,49,5,1
1101000100101(bin) = 6693(dec),40/49,49,5,1
1101000100110(bin) = 6694(dec),40/49,49,5,1
1101000100111(bin) = 6695(dec),9/11,11,1,11
1101000101000(bin) = 6696(dec),9/11,11,1,11
1101000101001(bin) = 6697(dec),9/11,11,1,11
1101000101010(bin) = 6698(dec),9/11,11,1,11
1101000101011(bin) = 6699(dec),9/11,11,1,11
1101000101100(bin) = 6700(dec),9/11,11,1,11
1101000101101(bin) = 6701(dec),9/11,11,1,11
1101000101110(bin) = 6702(dec),9/11,11,1,11
1101000101111(bin) = 6703(dec),9/11,11,1,11
1101000110000(bin) = 6704(dec),9/11,11,1,11
1101000110001(bin) = 6705(dec),9/11,11,1,11
1101000110010(bin) = 6706(dec),9/11,11,1,11
1101000110011(bin) = 6707(dec),9/11,11,1,11
1101000110100(bin) = 6708(dec),9/11,11,1,11
1101000110101(bin) = 6709(dec),9/11,11,1,11
1101000110110(bin) = 6710(dec),41/50,50,1,11
1101000110111(bin) = 6711(dec),41/50,50,1,11
1101000111000(bin) = 6712(dec),41/50,50,1,11
1101000111001(bin) = 6713(dec),41/50,50,1,11
1101000111010(bin) = 6714(dec),41/50,50,1,11
1101000111011(bin) = 6715(dec),41/50,50,1,11
1101000111100(bin) = 6716(dec),41/50,50,1,11
1101000111101(bin) = 6717(dec),41/50,50,1,11
1101000111110(bin) = 6718(dec),41/50,50,1,11
1101000111111(bin) = 6719(dec),41/50,50,1,11
1101001000110(bin) = 6726(dec),23/28,28,1,5
1101001000111(bin) = 6727(dec),23/28,28,1,5
1101001001000(bin) = 6728(dec),23/28,28,1,5
1101001001001(bin) = 6729(dec),23/28,28,1,5
1101001001010(bin) = 6730(dec),23/28,28,1,5
1101001001011(bin) = 6731(dec),23/28,28,1,5
1101001001100(bin) = 6732(dec),23/28,28,1,5
1101001001101(bin) = 6733(dec),37/45,45,1,5
1101001001110(bin) = 6734(dec),37/45,45,1,5
1101001001111(bin) = 6735(dec),37/45,45,1,5
1101001010000(bin) = 6736(dec),37/45,45,1,5
1101001010001(bin) = 6737(dec),37/45,45,1,5
1101001010010(bin) = 6738(dec),37/45,45,1,5
1101001010011(bin) = 6739(dec),37/45,45,1,5
1101001010100(bin) = 6740(dec),37/45,45,1,5
1101001010101(bin) = 6741(dec),14/17,17,5,1
1101001010110(bin) = 6742(dec),14/17,17,5,1
1101001010111(bin) = 6743(dec),14/17,17,5,1
1101001011000(bin) = 6744(dec),14/17,17,5,1
1101001011001(bin) = 6745(dec),14/17,17,5,1
1101001011010(bin) = 6746(dec),14/17,17,5,1
1101001011011(bin) = 6747(dec),14/17,17,5,1
1101001011100(bin) = 6748(dec),14/17,17,5,1
1101001011101(bin) = 6749(dec),14/17,17,5,1
1101001011110(bin) = 6750(dec),14/17,17,5,1
1101001011111(bin) = 6751(dec),14/17,17,5,1
1101001100000(bin) = 6752(dec),14/17,17,5,1
1101001110011(bin) = 6771(dec),43/52,52,1,5
1101001110100(bin) = 6772(dec),43/52,52,1,5
1101001110101(bin) = 6773(dec),43/52,52,1,5
1101001110110(bin) = 6774(dec),43/52,52,1,5
1101001110111(bin) = 6775(dec),43/52,52,1,5
1101001111000(bin) = 6776(dec),43/52,52,1,5
1101001111001(bin) = 6777(dec),24/29,29,1,5
1101001111010(bin) = 6778(dec),24/29,29,1,5
1101001111011(bin) = 6779(dec),24/29,29,1,5
1101001111100(bin) = 6780(dec),24/29,29,1,5
1101001111101(bin) = 6781(dec),24/29,29,1,5
1101001111110(bin) = 6782(dec),24/29,29,1,5
1101001111111(bin) = 6783(dec),24/29,29,1,5
1101010010000(bin) = 6800(dec),44/53,53,1,5
1101010010001(bin) = 6801(dec),44/53,53,1,5
1101010010010(bin) = 6802(dec),44/53,53,1,5
1101010010011(bin) = 6803(dec),44/53,53,1,5
1101010010100(bin) = 6804(dec),44/53,53,1,5
1101010010101(bin) = 6805(dec),44/53,53,1,5
1101010010110(bin) = 6806(dec),44/53,53,1,5
1101010010111(bin) = 6807(dec),44/53,53,1,5
1101010011000(bin) = 6808(dec),44/53,53,1,5
1101010011001(bin) = 6809(dec),44/53,53,1,5
1101010011010(bin) = 6810(dec),44/53,53,1,5
1101010011011(bin) = 6811(dec),44/53,53,1,5
1101010011100(bin) = 6812(dec),44/53,53,1,5
1101010011101(bin) = 6813(dec),44/53,53,1,5
1101011000110(bin) = 6854(dec),41/49,49,5,1
1101011000111(bin) = 6855(dec),41/49,49,5,1
1101011001000(bin) = 6856(dec),41/49,49,5,1
1101011001101(bin) = 6861(dec),31/37,37,1,5
1101011001110(bin) = 6862(dec),31/37,37,1,5
1101011001111(bin) = 6863(dec),31/37,37,1,5
1101011010000(bin) = 6864(dec),31/37,37,1,5
1101011010001(bin) = 6865(dec),31/37,37,1,5
1101011010010(bin) = 6866(dec),31/37,37,1,5
1101011010011(bin) = 6867(dec),31/37,37,1,5
1101011010100(bin) = 6868(dec),26/31,31,1,11
1101011010101(bin) = 6869(dec),26/31,31,1,11
1101011010110(bin) = 6870(dec),26/31,31,1,11
1101011010111(bin) = 6871(dec),26/31,31,1,11
1101011011000(bin) = 6872(dec),26/31,31,1,11
1101011011001(bin) = 6873(dec),26/31,31,1,11
1101011011010(bin) = 6874(dec),26/31,31,1,11
1101011011011(bin) = 6875(dec),26/31,31,1,11
1101011011100(bin) = 6876(dec),21/25,25,5,1
1101011011101(bin) = 6877(dec),21/25,25,5,1
1101011011110(bin) = 6878(dec),21/25,25,5,1
1101011011111(bin) = 6879(dec),21/25,25,5,1
1101011100000(bin) = 6880(dec),21/25,25,5,1
1101011100001(bin) = 6881(dec),21/25,25,5,1
1101011100010(bin) = 6882(dec),21/25,25,5,1
1101011100011(bin) = 6883(dec),21/25,25,5,1
1101011100100(bin) = 6884(dec),21/25,25,5,1
1101011100101(bin) = 6885(dec),21/25,25,5,1
1101011100110(bin) = 6886(dec),37/44,44,1,5
1101011100111(bin) = 6887(dec),37/44,44,1,5
1101011101000(bin) = 6888(dec),37/44,44,1,5
1101011101001(bin) = 6889(dec),37/44,44,1,5
1101011101010(bin) = 6890(dec),37/44,44,1,5
1101011101011(bin) = 6891(dec),37/44,44,1,5
1101011101100(bin) = 6892(dec),37/44,44,1,5
1101011101101(bin) = 6893(dec),37/44,44,1,5
1101011110111(bin) = 6903(dec),43/51,51,1,11
1101011111000(bin) = 6904(dec),43/51,51,1,11
1101011111001(bin) = 6905(dec),43/51,51,1,11
1101011111010(bin) = 6906(dec),43/51,51,1,11
1101011111011(bin) = 6907(dec),43/51,51,1,11
1101011111100(bin) = 6908(dec),43/51,51,1,11
1101011111101(bin) = 6909(dec),43/51,51,1,11
1101011111111(bin) = 6911(dec),27/32,32,5,1
1101100000000(bin) = 6912(dec),27/32,32,5,1
1101100000001(bin) = 6913(dec),27/32,32,5,1
1101100000010(bin) = 6914(dec),27/32,32,5,1
1101100000011(bin) = 6915(dec),38/45,45,1,5
1101100000100(bin) = 6916(dec),38/45,45,1,5
1101100000101(bin) = 6917(dec),38/45,45,1,5
1101100000110(bin) = 6918(dec),38/45,45,1,5
1101100000111(bin) = 6919(dec),38/45,45,1,5
1101100001000(bin) = 6920(dec),38/45,45,1,5
1101100001001(bin) = 6921(dec),38/45,45,1,5
1101100001010(bin) = 6922(dec),38/45,45,1,5
1101100001011(bin) = 6923(dec),38/45,45,1,5
1101100001100(bin) = 6924(dec),38/45,45,1,5
1101100001101(bin) = 6925(dec),11/13,13,1,5
1101100001110(bin) = 6926(dec),11/13,13,1,5
1101100001111(bin) = 6927(dec),11/13,13,1,5
1101100010000(bin) = 6928(dec),11/13,13,1,5
1101100010001(bin) = 6929(dec),11/13,13,1,5
1101100010010(bin) = 6930(dec),11/13,13,1,5
1101100010011(bin) = 6931(dec),11/13,13,1,5
1101100010100(bin) = 6932(dec),11/13,13,1,5
1101100010101(bin) = 6933(dec),11/13,13,1,5
1101100010110(bin) = 6934(dec),11/13,13,1,5
1101100010111(bin) = 6935(dec),11/13,13,1,5
1101100011000(bin) = 6936(dec),11/13,13,1,5
1101100011001(bin) = 6937(dec),11/13,13,1,5
1101100011010(bin) = 6938(dec),11/13,13,1,5
1101100100101(bin) = 6949(dec),28/33,33,5,1
1101100100110(bin) = 6950(dec),28/33,33,5,1
1101100101000(bin) = 6952(dec),28/33,33,5,1
1101100101001(bin) = 6953(dec),28/33,33,5,1
1101100101010(bin) = 6954(dec),45/53,53,1,5
1101100101011(bin) = 6955(dec),45/53,53,1,5
1101100101100(bin) = 6956(dec),45/53,53,1,5
1101100101110(bin) = 6958(dec),45/53,53,1,5
