Register Output,Fraction,Guess for r,guess1,guess2
1001100111101(bin) = 4925(dec),3/5,5,1,5
1001100111110(bin) = 4926(dec),3/5,5,1,5
1001100111111(bin) = 4927(dec),3/5,5,1,5
1001101000000(bin) = 4928(dec),3/5,5,1,5
1001101000001(bin) = 4929(dec),3/5,5,1,5
1001101000010(bin) = 4930(dec),3/5,5,1,5
1001101000011(bin) = 4931(dec),32/53,53,1,5
1001101000100(bin) = 4932(dec),32/53,53,1,5
1001101000101(bin) = 4933(dec),32/53,53,1,5
1001101000110(bin) = 4934(dec),32/53,53,1,5
1001101000111(bin) = 4935(dec),32/53,53,1,5
1001101001000(bin) = 4936(dec),32/53,53,1,5
1001101001001(bin) = 4937(dec),32/53,53,1,5
1001101001010(bin) = 4938(dec),32/53,53,1,5
1001101001011(bin) = 4939(dec),32/53,53,1,5
1001101001100(bin) = 4940(dec),32/53,53,1,5
1001101001101(bin) = 4941(dec),32/53,53,1,5
1001101001110(bin) = 4942(dec),32/53,53,1,5
1001101001111(bin) = 4943(dec),32/53,53,1,5
1001101010000(bin) = 4944(dec),32/53,53,1,5
1001101010001(bin) = 4945(dec),32/53,53,1,5
1001101010010(bin) = 4946(dec),32/53,53,1,5
1001101010011(bin) = 4947(dec),32/53,53,1,5
1001101010100(bin) = 4948(dec),29/48,48,5,1
1001101010101(bin) = 4949(dec),29/48,48,5,1
1001101010110(bin) = 4950(dec),29/48,48,5,1
1001101010111(bin) = 4951(dec),29/48,48,5,1
1001101100010(bin) = 4962(dec),20/33,33,5,1
1001101100011(bin) = 4963(dec),20/33,33,5,1
1001101100100(bin) = 4964(dec),20/33,33,5,1
1001101100101(bin) = 4965(dec),20/33,33,5,1
1001101100110(bin) = 4966(dec),20/33,33,5,1
1001101100111(bin) = 4967(dec),20/33,33,5,1
1001101101000(bin) = 4968(dec),20/33,33,5,1
1001101101001(bin) = 4969(dec),20/33,33,5,1
1001101101010(bin) = 4970(dec),17/28,28,1,5
1001101101011(bin) = 4971(dec),17/28,28,1,5
1001101101100(bin) = 4972(dec),17/28,28,1,5
1001101101110(bin) = 4974(dec),17/28,28,1,5
1001101101111(bin) = 4975(dec),17/28,28,1,5
1001101110000(bin) = 4976(dec),17/28,28,1,5
1001101110001(bin) = 4977(dec),31/51,51,1,11
1001101110010(bin) = 4978(dec),31/51,51,1,11
1001101110011(bin) = 4979(dec),31/51,51,1,11
1001101110100(bin) = 4980(dec),31/51,51,1,11
1001101110101(bin) = 4981(dec),31/51,51,1,11
1001101110110(bin) = 4982(dec),31/51,51,1,11
1001110010011(bin) = 5011(dec),30/49,49,5,1
1001110010100(bin) = 5012(dec),30/49,49,5,1
1001110010101(bin) = 5013(dec),30/49,49,5,1
1001110010110(bin) = 5014(dec),30/49,49,5,1
1001110010111(bin) = 5015(dec),30/49,49,5,1
1001110011000(bin) = 5016(dec),30/49,49,5,1
1001110011001(bin) = 5017(dec),30/49,49,5,1
1001110011010(bin) = 5018(dec),30/49,49,5,1
1001110011011(bin) = 5019(dec),19/31,31,1,11
1001110011100(bin) = 5020(dec),19/31,31,1,11
1001110011101(bin) = 5021(dec),19/31,31,1,11
1001110011110(bin) = 5022(dec),19/31,31,1,11
1001110011111(bin) = 5023(dec),19/31,31,1,11
1001110100000(bin) = 5024(dec),27/44,44,1,5
1001110100001(bin) = 5025(dec),27/44,44,1,5
1001110100010(bin) = 5026(dec),27/44,44,1,5
1001110100011(bin) = 5027(dec),27/44,44,1,5
1001110100100(bin) = 5028(dec),27/44,44,1,5
1001110100101(bin) = 5029(dec),27/44,44,1,5
1001110100110(bin) = 5030(dec),27/44,44,1,5
1001110100111(bin) = 5031(dec),27/44,44,1,5
1001110101000(bin) = 5032(dec),27/44,44,1,5
1001110101001(bin) = 5033(dec),27/44,44,1,5
1001110101010(bin) = 5034(dec),27/44,44,1,5
1001110101011(bin) = 5035(dec),8/13,13,1,5
1001110101100(bin) = 5036(dec),8/13,13,1,5
1001110101101(bin) = 5037(dec),8/13,13,1,5
1001110101110(bin) = 5038(dec),8/13,13,1,5
1001110101111(bin) = 5039(dec),8/13,13,1,5
1001110110000(bin) = 5040(dec),8/13,13,1,5
1001110110001(bin) = 5041(dec),8/13,13,1,5
1001110110010(bin) = 5042(dec),8/13,13,1,5
1001110110011(bin) = 5043(dec),8/13,13,1,5
1001110110100(bin) = 5044(dec),8/13,13,1,5
1001110110101(bin) = 5045(dec),8/13,13,1,5
1001110110110(bin) = 5046(dec),8/13,13,1,5
1001110110111(bin) = 5047(dec),8/13,13,1,5
1001111001100(bin) = 5068(dec),13/21,21,11,5
1001111001101(bin) = 5069(dec),13/21,21,11,5
1001111001110(bin) = 5070(dec),13/21,21,11,5
1001111001111(bin) = 5071(dec),13/21,21,11,5
1001111010000(bin) = 5072(dec),13/21,21,11,5
1001111010001(bin) = 5073(dec),13/21,21,11,5
1001111010010(bin) = 5074(dec),13/21,21,11,5
1001111010011(bin) = 5075(dec),13/21,21,11,5
1001111010100(bin) = 5076(dec),31/50,50,1,11
1001111010101(bin) = 5077(dec),31/50,50,1,11
1001111010110(bin) = 5078(dec),31/50,50,1,11
1001111010111(bin) = 5079(dec),31/50,50,1,11
1001111011000(bin) = 5080(dec),31/50,50,1,11
1001111011001(bin) = 5081(dec),31/50,50,1,11
1001111011010(bin) = 5082(dec),18/29,29,1,5
1001111011011(bin) = 5083(dec),18/29,29,1,5
1001111011100(bin) = 5084(dec),18/29,29,1,5
1001111011101(bin) = 5085(dec),18/29,29,1,5
1001111011110(bin) = 5086(dec),18/29,29,1,5
1001111011111(bin) = 5087(dec),18/29,29,1,5
1001111100000(bin) = 5088(dec),18/29,29,1,5
1001111100001(bin) = 5089(dec),23/37,37,1,5
1001111100010(bin) = 5090(dec),23/37,37,1,5
1001111100011(bin) = 5091(dec),23/37,37,1,5
1001111100100(bin) = 5092(dec),23/37,37,1,5
1001111100101(bin) = 5093(dec),23/37,37,1,5
1001111100110(bin) = 5094(dec),23/37,37,1,5
1001111100111(bin) = 5095(dec),28/45,45,1,5
1001111101000(bin) = 5096(dec),28/45,45,1,5
1001111101001(bin) = 5097(dec),28/45,45,1,5
1001111101010(bin) = 5098(dec),28/45,45,1,5
1001111101011(bin) = 5099(dec),33/53,53,1,5
1001111101100(bin) = 5100(dec),33/53,53,1,5
1001111101101(bin) = 5101(dec),33/53,53,1,5
1001111101110(bin) = 5102(dec),33/53,53,1,5
1001111101111(bin) = 5103(dec),33/53,53,1,5
1001111110000(bin) = 5104(dec),33/53,53,1,5
1001111110001(bin) = 5105(dec),33/53,53,1,5
1001111110010(bin) = 5106(dec),33/53,53,1,5
1001111110011(bin) = 5107(dec),33/53,53,1,5
1001111110100(bin) = 5108(dec),33/53,53,1,5
1001111110101(bin) = 5109(dec),33/53,53,1,5
1001111110110(bin) = 5110(dec),33/53,53,1,5
1001111110111(bin) = 5111(dec),5/8,8,5,1
1001111111000(bin) = 5112(dec),5/8,8,5,1
1001111111001(bin) = 5113(dec),5/8,8,5,1
1001111111010(bin) = 5114(dec),5/8,8,5,1
1001111111011(bin) = 5115(dec),5/8,8,5,1
1001111111100(bin) = 5116(dec),5/8,8,5,1
1001111111101(bin) = 5117(dec),5/8,8,5,1
1001111111110(bin) = 5118(dec),5/8,8,5,1
1001111111111(bin) = 5119(dec),5/8,8,5,1
1010000000000(bin) = 5120(dec),5/8,8,5,1
1010000000001(bin) = 5121(dec),5/8,8,5,1
1010000000010(bin) = 5122(dec),5/8,8,5,1
1010000000011(bin) = 5123(dec),5/8,8,5,1
1010000000100(bin) = 5124(dec),5/8,8,5,1
1010000000101(bin) = 5125(dec),5/8,8,5,1
1010000000110(bin) = 5126(dec),5/8,8,5,1
1010000000111(bin) = 5127(dec),5/8,8,5,1
1010000001000(bin) = 5128(dec),5/8,8,5,1
1010000001001(bin) = 5129(dec),5/8,8,5,1
1010000001010(bin) = 5130(dec),5/8,8,5,1
1010000001011(bin) = 5131(dec),32/51,51,1,11
1010000001100(bin) = 5132(dec),32/51,51,1,11
1010000001101(bin) = 5133(dec),32/51,51,1,11
1010000001110(bin) = 5134(dec),32/51,51,1,11
1010000001111(bin) = 5135(dec),32/51,51,1,11
1010000010000(bin) = 5136(dec),32/51,51,1,11
1010000010001(bin) = 5137(dec),32/51,51,1,11
1010000010010(bin) = 5138(dec),32/51,51,1,11
1010000010011(bin) = 5139(dec),32/51,51,1,11
1010000010100(bin) = 5140(dec),32/51,51,1,11
1010000010101(bin) = 5141(dec),32/51,51,1,11
1010000111011(bin) = 5179(dec),31/49,49,5,1
1010000111100(bin) = 5180(dec),31/49,49,5,1
1010000111101(bin) = 5181(dec),31/49,49,5,1
1010000111110(bin) = 5182(dec),31/49,49,5,1
1010000111111(bin) = 5183(dec),31/49,49,5,1
1010001000000(bin) = 5184(dec),31/49,49,5,1
1010001000001(bin) = 5185(dec),31/49,49,5,1
1010001000010(bin) = 5186(dec),19/30,30,1,11
1010001000011(bin) = 5187(dec),19/30,30,1,11
1010001000100(bin) = 5188(dec),19/30,30,1,11
1010001000101(bin) = 5189(dec),19/30,30,1,11
1010001000110(bin) = 5190(dec),19/30,30,1,11
1010001000111(bin) = 5191(dec),19/30,30,1,11
1010001001101(bin) = 5197(dec),33/52,52,1,5
1010001001110(bin) = 5198(dec),33/52,52,1,5
1010001001111(bin) = 5199(dec),33/52,52,1,5
1010001010000(bin) = 5200(dec),33/52,52,1,5
1010001010001(bin) = 5201(dec),33/52,52,1,5
1010001010010(bin) = 5202(dec),33/52,52,1,5
1010001010011(bin) = 5203(dec),33/52,52,1,5
1010001010100(bin) = 5204(dec),33/52,52,1,5
1010001010101(bin) = 5205(dec),33/52,52,1,5
1010001010110(bin) = 5206(dec),7/11,11,1,11
1010001010111(bin) = 5207(dec),7/11,11,1,11
1010001011000(bin) = 5208(dec),7/11,11,1,11
1010001011001(bin) = 5209(dec),7/11,11,1,11
1010001011010(bin) = 5210(dec),7/11,11,1,11
1010001011011(bin) = 5211(dec),7/11,11,1,11
1010001011100(bin) = 5212(dec),7/11,11,1,11
1010001011101(bin) = 5213(dec),7/11,11,1,11
1010001011110(bin) = 5214(dec),7/11,11,1,11
1010001011111(bin) = 5215(dec),7/11,11,1,11
1010001100000(bin) = 5216(dec),7/11,11,1,11
1010001100001(bin) = 5217(dec),7/11,11,1,11
1010001100010(bin) = 5218(dec),7/11,11,1,11
1010001100011(bin) = 5219(dec),7/11,11,1,11
1010001100100(bin) = 5220(dec),7/11,11,1,11
1010001100101(bin) = 5221(dec),7/11,11,1,11
1010001110000(bin) = 5232(dec),23/36,36,1,5
1010001110001(bin) = 5233(dec),23/36,36,1,5
1010001110010(bin) = 5234(dec),23/36,36,1,5
1010001110011(bin) = 5235(dec),23/36,36,1,5
1010001110100(bin) = 5236(dec),23/36,36,1,5
1010001110101(bin) = 5237(dec),23/36,36,1,5
1010001110110(bin) = 5238(dec),23/36,36,1,5
1010001110111(bin) = 5239(dec),16/25,25,5,1
1010001111000(bin) = 5240(dec),16/25,25,5,1
1010001111001(bin) = 5241(dec),16/25,25,5,1
1010001111010(bin) = 5242(dec),16/25,25,5,1
1010001111011(bin) = 5243(dec),16/25,25,5,1
1010001111100(bin) = 5244(dec),16/25,25,5,1
1010001111101(bin) = 5245(dec),16/25,25,5,1
1010001111110(bin) = 5246(dec),16/25,25,5,1
1010001111111(bin) = 5247(dec),16/25,25,5,1
1010010000110(bin) = 5254(dec),34/53,53,1,5
1010010000111(bin) = 5255(dec),34/53,53,1,5
1010010001000(bin) = 5256(dec),34/53,53,1,5
1010010001001(bin) = 5257(dec),34/53,53,1,5
1010010001010(bin) = 5258(dec),34/53,53,1,5
1010010001011(bin) = 5259(dec),34/53,53,1,5
1010010001100(bin) = 5260(dec),34/53,53,1,5
1010010011001(bin) = 5273(dec),29/45,45,1,5
1010010011010(bin) = 5274(dec),29/45,45,1,5
1010010011011(bin) = 5275(dec),29/45,45,1,5
1010010011100(bin) = 5276(dec),29/45,45,1,5
1010010011101(bin) = 5277(dec),29/45,45,1,5
1010010011110(bin) = 5278(dec),29/45,45,1,5
1010010011111(bin) = 5279(dec),29/45,45,1,5
1010010100000(bin) = 5280(dec),29/45,45,1,5
1010010100001(bin) = 5281(dec),29/45,45,1,5
1010010100010(bin) = 5282(dec),29/45,45,1,5
1010010100011(bin) = 5283(dec),20/31,31,1,11
1010010100100(bin) = 5284(dec),20/31,31,1,11
1010010100101(bin) = 5285(dec),20/31,31,1,11
1010010100110(bin) = 5286(dec),20/31,31,1,11
1010010100111(bin) = 5287(dec),20/31,31,1,11
1010010101000(bin) = 5288(dec),31/48,48,5,1
1010010101001(bin) = 5289(dec),31/48,48,5,1
1010010101010(bin) = 5290(dec),31/48,48,5,1
1010010101011(bin) = 5291(dec),31/48,48,5,1
1010010101100(bin) = 5292(dec),31/48,48,5,1
1010010101101(bin) = 5293(dec),31/48,48,5,1
1010010101110(bin) = 5294(dec),31/48,48,5,1
1010010101111(bin) = 5295(dec),31/48,48,5,1
1010010110000(bin) = 5296(dec),11/17,17,5,1
1010010110001(bin) = 5297(dec),11/17,17,5,1
1010010110010(bin) = 5298(dec),11/17,17,5,1
1010010110011(bin) = 5299(dec),11/17,17,5,1
1010010110100(bin) = 5300(dec),11/17,17,5,1
1010010110101(bin) = 5301(dec),11/17,17,5,1
1010010110110(bin) = 5302(dec),11/17,17,5,1
1010010110111(bin) = 5303(dec),11/17,17,5,1
1010010111000(bin) = 5304(dec),11/17,17,5,1
1010010111001(bin) = 5305(dec),11/17,17,5,1
1010011000000(bin) = 5312(dec),24/37,37,1,5
1010011000001(bin) = 5313(dec),24/37,37,1,5
1010011000010(bin) = 5314(dec),24/37,37,1,5
1010011000101(bin) = 5317(dec),24/37,37,1,5
1010011000110(bin) = 5318(dec),24/37,37,1,5
1010011100011(bin) = 5347(dec),32/49,49,5,1
1010011100100(bin) = 5348(dec),32/49,49,5,1
1010011100101(bin) = 5349(dec),32/49,49,5,1
1010011100110(bin) = 5350(dec),32/49,49,5,1
1010011100111(bin) = 5351(dec),32/49,49,5,1
1010011101000(bin) = 5352(dec),32/49,49,5,1
1010011101001(bin) = 5353(dec),32/49,49,5,1
1010011110101(bin) = 5365(dec),19/29,29,1,5
1010011110110(bin) = 5366(dec),19/29,29,1,5
1010011110111(bin) = 5367(dec),19/29,29,1,5
1010011111000(bin) = 5368(dec),19/29,29,1,5
1010011111001(bin) = 5369(dec),19/29,29,1,5
1010011111010(bin) = 5370(dec),19/29,29,1,5
1010011111011(bin) = 5371(dec),19/29,29,1,5
1010011111100(bin) = 5372(dec),21/32,32,5,1
1010011111101(bin) = 5373(dec),21/32,32,5,1
1010011111110(bin) = 5374(dec),21/32,32,5,1
1010011111111(bin) = 5375(dec),21/32,32,5,1
1010100000000(bin) = 5376(dec),21/32,32,5,1
1010100000010(bin) = 5378(dec),21/32,32,5,1
1010100000011(bin) = 5379(dec),21/32,32,5,1
1010100010110(bin) = 5398(dec),29/44,44,1,5
1010100010111(bin) = 5399(dec),29/44,44,1,5
1010100011000(bin) = 5400(dec),29/44,44,1,5
1010100011001(bin) = 5401(dec),29/44,44,1,5
1010100011101(bin) = 5405(dec),33/50,50,1,11
1010100011110(bin) = 5406(dec),33/50,50,1,11
1010100011111(bin) = 5407(dec),33/50,50,1,11
1010100100000(bin) = 5408(dec),33/50,50,1,11
1010100100001(bin) = 5409(dec),35/53,53,1,5
1010100100010(bin) = 5410(dec),35/53,53,1,5
1010100100011(bin) = 5411(dec),35/53,53,1,5
1010100100100(bin) = 5412(dec),35/53,53,1,5
1010100100101(bin) = 5413(dec),35/53,53,1,5
1010100100110(bin) = 5414(dec),35/53,53,1,5
1010100100111(bin) = 5415(dec),35/53,53,1,5
1010100101000(bin) = 5416(dec),35/53,53,1,5
1010100101001(bin) = 5417(dec),35/53,53,1,5
1010100101010(bin) = 5418(dec),35/53,53,1,5
1010100101011(bin) = 5419(dec),35/53,53,1,5
1010100101100(bin) = 5420(dec),35/53,53,1,5
1010100101101(bin) = 5421(dec),35/53,53,1,5
1010100101110(bin) = 5422(dec),35/53,53,1,5
1010100101111(bin) = 5423(dec),35/53,53,1,5
1010100110000(bin) = 5424(dec),35/53,53,1,5
1010100110001(bin) = 5425(dec),35/53,53,1,5
1010100110010(bin) = 5426(dec),35/53,53,1,5
1010100110011(bin) = 5427(dec),35/53,53,1,5
1010100110100(bin) = 5428(dec),35/53,53,1,5
1010100110101(bin) = 5429(dec),35/53,53,1,5
1010100110110(bin) = 5430(dec),35/53,53,1,5
1010100110111(bin) = 5431(dec),35/53,53,1,5
1010100111000(bin) = 5432(dec),35/53,53,1,5
1010100111001(bin) = 5433(dec),35/53,53,1,5
1010100111010(bin) = 5434(dec),35/53,53,1,5
1010100111011(bin) = 5435(dec),35/53,53,1,5
1010110001001(bin) = 5513(dec),35/52,52,1,5
1010110001010(bin) = 5514(dec),35/52,52,1,5
1010110001011(bin) = 5515(dec),35/52,52,1,5
1010110001100(bin) = 5516(dec),33/49,49,5,1
1010110001101(bin) = 5517(dec),33/49,49,5,1
1010110001110(bin) = 5518(dec),33/49,49,5,1
1010110011101(bin) = 5533(dec),25/37,37,1,5
1010110011110(bin) = 5534(dec),25/37,37,1,5
1010110011111(bin) = 5535(dec),25/37,37,1,5
1010110100000(bin) = 5536(dec),25/37,37,1,5
1010110100001(bin) = 5537(dec),25/37,37,1,5
1010110100010(bin) = 5538(dec),25/37,37,1,5
1010110101010(bin) = 5546(dec),21/31,31,1,11
1010110101011(bin) = 5547(dec),21/31,31,1,11
1010110101100(bin) = 5548(dec),21/31,31,1,11
1010110101101(bin) = 5549(dec),21/31,31,1,11
1010110101110(bin) = 5550(dec),21/31,31,1,11
1010110101111(bin) = 5551(dec),21/31,31,1,11
1010110110000(bin) = 5552(dec),21/31,31,1,11
1010110110001(bin) = 5553(dec),21/31,31,1,11
1010110110010(bin) = 5554(dec),21/31,31,1,11
1010110110011(bin) = 5555(dec),19/28,28,1,5
1010110110100(bin) = 5556(dec),19/28,28,1,5
1010110110101(bin) = 5557(dec),19/28,28,1,5
1010110110110(bin) = 5558(dec),19/28,28,1,5
1010110110111(bin) = 5559(dec),19/28,28,1,5
1010110111000(bin) = 5560(dec),19/28,28,1,5
1010110111001(bin) = 5561(dec),19/28,28,1,5
1010110111010(bin) = 5562(dec),36/53,53,1,5
1010110111011(bin) = 5563(dec),36/53,53,1,5
1010110111100(bin) = 5564(dec),36/53,53,1,5
1010110111101(bin) = 5565(dec),36/53,53,1,5
1010110111110(bin) = 5566(dec),36/53,53,1,5
1010110111111(bin) = 5567(dec),36/53,53,1,5
1010111000000(bin) = 5568(dec),17/25,25,5,1
1010111000001(bin) = 5569(dec),17/25,25,5,1
1010111000010(bin) = 5570(dec),17/25,25,5,1
1010111000011(bin) = 5571(dec),17/25,25,5,1
1010111000100(bin) = 5572(dec),17/25,25,5,1
1010111000101(bin) = 5573(dec),17/25,25,5,1
1010111000110(bin) = 5574(dec),17/25,25,5,1
1010111110100(bin) = 5620(dec),35/51,51,1,11
1010111110101(bin) = 5621(dec),35/51,51,1,11
1010111110110(bin) = 5622(dec),35/51,51,1,11
1010111110111(bin) = 5623(dec),35/51,51,1,11
1010111111000(bin) = 5624(dec),35/51,51,1,11
1010111111001(bin) = 5625(dec),35/51,51,1,11
1010111111010(bin) = 5626(dec),35/51,51,1,11
1010111111011(bin) = 5627(dec),11/16,16,5,1
1010111111100(bin) = 5628(dec),11/16,16,5,1
1010111111101(bin) = 5629(dec),11/16,16,5,1
1010111111110(bin) = 5630(dec),11/16,16,5,1
1010111111111(bin) = 5631(dec),11/16,16,5,1
1011000000000(bin) = 5632(dec),11/16,16,5,1
1011000000001(bin) = 5633(dec),11/16,16,5,1
1011000000010(bin) = 5634(dec),11/16,16,5,1
1011000000011(bin) = 5635(dec),11/16,16,5,1
1011000000100(bin) = 5636(dec),11/16,16,5,1
1011000000101(bin) = 5637(dec),11/16,16,5,1
1011000000110(bin) = 5638(dec),31/45,45,1,5
1011000000111(bin) = 5639(dec),31/45,45,1,5
1011000001000(bin) = 5640(dec),31/45,45,1,5
1011000001001(bin) = 5641(dec),31/45,45,1,5
1011000001010(bin) = 5642(dec),31/45,45,1,5
1011000001011(bin) = 5643(dec),31/45,45,1,5
1011000001100(bin) = 5644(dec),31/45,45,1,5
1011000001101(bin) = 5645(dec),31/45,45,1,5
1011000001110(bin) = 5646(dec),31/45,45,1,5
1011000001111(bin) = 5647(dec),20/29,29,1,5
1011000010000(bin) = 5648(dec),20/29,29,1,5
1011000010001(bin) = 5649(dec),20/29,29,1,5
1011000010010(bin) = 5650(dec),20/29,29,1,5
1011000010011(bin) = 5651(dec),20/29,29,1,5
1011000010100(bin) = 5652(dec),20/29,29,1,5
1011000010101(bin) = 5653(dec),20/29,29,1,5
1011000100010(bin) = 5666(dec),9/13,13,1,5
1011000100011(bin) = 5667(dec),9/13,13,1,5
1011000100100(bin) = 5668(dec),9/13,13,1,5
1011000100101(bin) = 5669(dec),9/13,13,1,5
1011000100110(bin) = 5670(dec),9/13,13,1,5
1011000100111(bin) = 5671(dec),9/13,13,1,5
1011000101000(bin) = 5672(dec),9/13,13,1,5
1011000101001(bin) = 5673(dec),9/13,13,1,5
1011000101010(bin) = 5674(dec),9/13,13,1,5
1011000101011(bin) = 5675(dec),9/13,13,1,5
1011000101100(bin) = 5676(dec),9/13,13,1,5
1011000101101(bin) = 5677(dec),9/13,13,1,5
1011000101110(bin) = 5678(dec),34/49,49,5,1
1011000101111(bin) = 5679(dec),34/49,49,5,1
1011000110000(bin) = 5680(dec),34/49,49,5,1
1011000110001(bin) = 5681(dec),34/49,49,5,1
1011000110010(bin) = 5682(dec),34/49,49,5,1
1011000110011(bin) = 5683(dec),34/49,49,5,1
1011000110100(bin) = 5684(dec),34/49,49,5,1
1011000110101(bin) = 5685(dec),34/49,49,5,1
1011000110110(bin) = 5686(dec),34/49,49,5,1
1011000110111(bin) = 5687(dec),25/36,36,1,5
1011000111000(bin) = 5688(dec),25/36,36,1,5
1011000111001(bin) = 5689(dec),25/36,36,1,5
1011000111010(bin) = 5690(dec),25/36,36,1,5
1011000111011(bin) = 5691(dec),25/36,36,1,5
1011000111100(bin) = 5692(dec),25/36,36,1,5
1011000111101(bin) = 5693(dec),25/36,36,1,5
1011001001010(bin) = 5706(dec),23/33,33,5,1
1011001001011(bin) = 5707(dec),23/33,33,5,1
1011001001100(bin) = 5708(dec),23/33,33,5,1
1011001001101(bin) = 5709(dec),23/33,33,5,1
1011001001110(bin) = 5710(dec),23/33,33,5,1
1011001001111(bin) = 5711(dec),23/33,33,5,1
1011001010000(bin) = 5712(dec),23/33,33,5,1
1011001010110(bin) = 5718(dec),37/53,53,1,5
1011001010111(bin) = 5719(dec),37/53,53,1,5
1011001011000(bin) = 5720(dec),37/53,53,1,5
1011001011001(bin) = 5721(dec),37/53,53,1,5
1011001011011(bin) = 5723(dec),37/53,53,1,5
1011001011101(bin) = 5725(dec),37/53,53,1,5
1011001011110(bin) = 5726(dec),37/53,53,1,5
1011001011111(bin) = 5727(dec),7/10,10,1,11
1011001101110(bin) = 5742(dec),7/10,10,1,11
1011001111011(bin) = 5755(dec),26/37,37,1,5
1011001111100(bin) = 5756(dec),26/37,37,1,5
1011001111101(bin) = 5757(dec),26/37,37,1,5
1011001111111(bin) = 5759(dec),26/37,37,1,5
1011010000000(bin) = 5760(dec),26/37,37,1,5
1011010001001(bin) = 5769(dec),31/44,44,1,5
1011010001010(bin) = 5770(dec),31/44,44,1,5
1011010001011(bin) = 5771(dec),31/44,44,1,5
1011010001100(bin) = 5772(dec),31/44,44,1,5
1011010001101(bin) = 5773(dec),31/44,44,1,5
1011010001110(bin) = 5774(dec),31/44,44,1,5
1011010001111(bin) = 5775(dec),31/44,44,1,5
1011010010000(bin) = 5776(dec),31/44,44,1,5
1011010010001(bin) = 5777(dec),31/44,44,1,5
1011010010010(bin) = 5778(dec),12/17,17,5,1
1011010010011(bin) = 5779(dec),12/17,17,5,1
1011010010101(bin) = 5781(dec),12/17,17,5,1
1011010010110(bin) = 5782(dec),12/17,17,5,1
1011010010111(bin) = 5783(dec),12/17,17,5,1
1011010011000(bin) = 5784(dec),12/17,17,5,1
1011010011001(bin) = 5785(dec),12/17,17,5,1
1011010011010(bin) = 5786(dec),12/17,17,5,1
1011010011011(bin) = 5787(dec),12/17,17,5,1
1011010011100(bin) = 5788(dec),12/17,17,5,1
1011010100111(bin) = 5799(dec),17/24,24,5,1
1011010101000(bin) = 5800(dec),17/24,24,5,1
1011010101001(bin) = 5801(dec),17/24,24,5,1
1011010101010(bin) = 5802(dec),17/24,24,5,1
1011010101011(bin) = 5803(dec),17/24,24,5,1
1011010101100(bin) = 5804(dec),17/24,24,5,1
1011010101101(bin) = 5805(dec),17/24,24,5,1
1011010110100(bin) = 5812(dec),22/31,31,1,11
1011010110101(bin) = 5813(dec),22/31,31,1,11
1011010110110(bin) = 5814(dec),22/31,31,1,11
1011010110111(bin) = 5815(dec),22/31,31,1,11
1011010111000(bin) = 5816(dec),22/31,31,1,11
1011010111001(bin) = 5817(dec),22/31,31,1,11
1011011000000(bin) = 5824(dec),32/45,45,1,5
1011011000001(bin) = 5825(dec),32/45,45,1,5
1011011000010(bin) = 5826(dec),32/45,45,1,5
1011011000011(bin) = 5827(dec),32/45,45,1,5
1011011000100(bin) = 5828(dec),37/52,52,1,5
1011011000101(bin) = 5829(dec),37/52,52,1,5
1011011000110(bin) = 5830(dec),37/52,52,1,5
1011011000111(bin) = 5831(dec),37/52,52,1,5
1011011001000(bin) = 5832(dec),37/52,52,1,5
1011011001001(bin) = 5833(dec),37/52,52,1,5
1011011001010(bin) = 5834(dec),37/52,52,1,5
1011011001011(bin) = 5835(dec),37/52,52,1,5
1011011001100(bin) = 5836(dec),37/52,52,1,5
1011011001101(bin) = 5837(dec),37/52,52,1,5
1011011001110(bin) = 5838(dec),37/52,52,1,5
1011011001111(bin) = 5839(dec),37/52,52,1,5
1011011010000(bin) = 5840(dec),37/52,52,1,5
1011011100111(bin) = 5863(dec),38/53,53,1,5
1011011101000(bin) = 5864(dec),38/53,53,1,5
1011011101001(bin) = 5865(dec),38/53,53,1,5
1011011101010(bin) = 5866(dec),38/53,53,1,5
1011011101011(bin) = 5867(dec),38/53,53,1,5
1011011101100(bin) = 5868(dec),38/53,53,1,5
1011011101101(bin) = 5869(dec),38/53,53,1,5
1011011101110(bin) = 5870(dec),38/53,53,1,5
1011011101111(bin) = 5871(dec),38/53,53,1,5
1011011110000(bin) = 5872(dec),38/53,53,1,5
1011011110001(bin) = 5873(dec),38/53,53,1,5
1011011110010(bin) = 5874(dec),38/53,53,1,5
1011011110011(bin) = 5875(dec),38/53,53,1,5
1011011111101(bin) = 5885(dec),23/32,32,5,1
1011011111110(bin) = 5886(dec),23/32,32,5,1
1011011111111(bin) = 5887(dec),23/32,32,5,1
1011100000000(bin) = 5888(dec),23/32,32,5,1
1011100000001(bin) = 5889(dec),23/32,32,5,1
1011100000010(bin) = 5890(dec),23/32,32,5,1
1011100000011(bin) = 5891(dec),23/32,32,5,1
1011100000100(bin) = 5892(dec),23/32,32,5,1
1011100000101(bin) = 5893(dec),23/32,32,5,1
