Register Output,Fraction,Guess for r,guess1,guess2
1011010010000000(bin) = 46208(dec),31/44,44,1,5
1011010010000001(bin) = 46209(dec),31/44,44,1,5
1011010010000010(bin) = 46210(dec),31/44,44,1,5
1011010010000011(bin) = 46211(dec),31/44,44,1,5
1011010010000100(bin) = 46212(dec),31/44,44,1,5
1011010010000101(bin) = 46213(dec),31/44,44,1,5
1011010010000110(bin) = 46214(dec),31/44,44,1,5
1011010010000111(bin) = 46215(dec),31/44,44,1,5
1011010010001000(bin) = 46216(dec),31/44,44,1,5
1011010010001001(bin) = 46217(dec),12/17,17,5,1
1011010010001010(bin) = 46218(dec),12/17,17,5,1
1011010010001011(bin) = 46219(dec),12/17,17,5,1
1011010010001100(bin) = 46220(dec),12/17,17,5,1
1011010010001101(bin) = 46221(dec),12/17,17,5,1
1011010010001110(bin) = 46222(dec),12/17,17,5,1
1011010010001111(bin) = 46223(dec),12/17,17,5,1
1011010010010000(bin) = 46224(dec),12/17,17,5,1
1011010010010001(bin) = 46225(dec),12/17,17,5,1
1011010010010010(bin) = 46226(dec),12/17,17,5,1
1011010010010011(bin) = 46227(dec),12/17,17,5,1
1011010010010100(bin) = 46228(dec),12/17,17,5,1
1011010010010101(bin) = 46229(dec),12/17,17,5,1
1011010010010110(bin) = 46230(dec),12/17,17,5,1
1011010010010111(bin) = 46231(dec),12/17,17,5,1
1011010010011000(bin) = 46232(dec),12/17,17,5,1
1011010010011001(bin) = 46233(dec),12/17,17,5,1
1011010010011010(bin) = 46234(dec),12/17,17,5,1
1011010010011011(bin) = 46235(dec),12/17,17,5,1
1011010010011100(bin) = 46236(dec),12/17,17,5,1
1011010010011101(bin) = 46237(dec),12/17,17,5,1
1011010010011110(bin) = 46238(dec),12/17,17,5,1
1011010010011111(bin) = 46239(dec),12/17,17,5,1
1011010010100000(bin) = 46240(dec),12/17,17,5,1
1011010010100001(bin) = 46241(dec),12/17,17,5,1
1011010010100010(bin) = 46242(dec),12/17,17,5,1
1011010010100011(bin) = 46243(dec),12/17,17,5,1
1011010010100100(bin) = 46244(dec),12/17,17,5,1
1011010010100101(bin) = 46245(dec),12/17,17,5,1
1011010010100110(bin) = 46246(dec),12/17,17,5,1
1011010010100111(bin) = 46247(dec),12/17,17,5,1
1011010010101000(bin) = 46248(dec),12/17,17,5,1
1011010010101001(bin) = 46249(dec),12/17,17,5,1
1011010010101010(bin) = 46250(dec),12/17,17,5,1
1011010010101011(bin) = 46251(dec),12/17,17,5,1
1011010010101100(bin) = 46252(dec),12/17,17,5,1
1011010010101101(bin) = 46253(dec),12/17,17,5,1
1011010010101110(bin) = 46254(dec),12/17,17,5,1
1011010010101111(bin) = 46255(dec),12/17,17,5,1
1011010010110000(bin) = 46256(dec),12/17,17,5,1
1011010010110001(bin) = 46257(dec),12/17,17,5,1
1011010010110010(bin) = 46258(dec),12/17,17,5,1
1011010010110011(bin) = 46259(dec),12/17,17,5,1
1011010010110100(bin) = 46260(dec),12/17,17,5,1
1011010010110101(bin) = 46261(dec),12/17,17,5,1
1011010010110110(bin) = 46262(dec),12/17,17,5,1
1011010010110111(bin) = 46263(dec),12/17,17,5,1
1011010010111000(bin) = 46264(dec),12/17,17,5,1
1011010010111001(bin) = 46265(dec),12/17,17,5,1
1011010010111010(bin) = 46266(dec),12/17,17,5,1
1011010010111011(bin) = 46267(dec),12/17,17,5,1
1011010010111100(bin) = 46268(dec),12/17,17,5,1
1011010010111101(bin) = 46269(dec),12/17,17,5,1
1011010010111110(bin) = 46270(dec),12/17,17,5,1
1011010010111111(bin) = 46271(dec),12/17,17,5,1
1011010011000000(bin) = 46272(dec),12/17,17,5,1
1011010011000001(bin) = 46273(dec),12/17,17,5,1
1011010011000010(bin) = 46274(dec),12/17,17,5,1
1011010011000011(bin) = 46275(dec),12/17,17,5,1
1011010011000100(bin) = 46276(dec),12/17,17,5,1
1011010011000101(bin) = 46277(dec),12/17,17,5,1
1011010011000110(bin) = 46278(dec),12/17,17,5,1
1011010011000111(bin) = 46279(dec),12/17,17,5,1
1011010011001000(bin) = 46280(dec),12/17,17,5,1
1011010011001001(bin) = 46281(dec),12/17,17,5,1
1011010011001010(bin) = 46282(dec),12/17,17,5,1
1011010011001011(bin) = 46283(dec),12/17,17,5,1
1011010011001100(bin) = 46284(dec),12/17,17,5,1
1011010011001101(bin) = 46285(dec),12/17,17,5,1
1011010011001110(bin) = 46286(dec),12/17,17,5,1
1011010011001111(bin) = 46287(dec),12/17,17,5,1
1011010011010000(bin) = 46288(dec),12/17,17,5,1
1011010011010001(bin) = 46289(dec),12/17,17,5,1
1011010011010010(bin) = 46290(dec),12/17,17,5,1
1011010011010011(bin) = 46291(dec),12/17,17,5,1
1011010011010100(bin) = 46292(dec),12/17,17,5,1
1011010011010101(bin) = 46293(dec),12/17,17,5,1
1011010011010110(bin) = 46294(dec),12/17,17,5,1
1011010011010111(bin) = 46295(dec),12/17,17,5,1
1011010011011000(bin) = 46296(dec),12/17,17,5,1
1011010011011001(bin) = 46297(dec),12/17,17,5,1
1011010011011010(bin) = 46298(dec),12/17,17,5,1
1011010011011011(bin) = 46299(dec),12/17,17,5,1
1011010011011100(bin) = 46300(dec),12/17,17,5,1
1011010011011101(bin) = 46301(dec),12/17,17,5,1
1011010011011110(bin) = 46302(dec),12/17,17,5,1
1011010011011111(bin) = 46303(dec),12/17,17,5,1
1011010011100000(bin) = 46304(dec),12/17,17,5,1
1011010011100001(bin) = 46305(dec),12/17,17,5,1
1011010011100010(bin) = 46306(dec),12/17,17,5,1
1011010011100011(bin) = 46307(dec),12/17,17,5,1
1011010100110101(bin) = 46389(dec),17/24,24,5,1
1011010100110110(bin) = 46390(dec),17/24,24,5,1
1011010100110111(bin) = 46391(dec),17/24,24,5,1
1011010100111000(bin) = 46392(dec),17/24,24,5,1
1011010100111001(bin) = 46393(dec),17/24,24,5,1
1011010100111010(bin) = 46394(dec),17/24,24,5,1
1011010100111011(bin) = 46395(dec),17/24,24,5,1
1011010100111100(bin) = 46396(dec),17/24,24,5,1
1011010100111101(bin) = 46397(dec),17/24,24,5,1
1011010100111110(bin) = 46398(dec),17/24,24,5,1
1011010100111111(bin) = 46399(dec),17/24,24,5,1
1011010101000000(bin) = 46400(dec),17/24,24,5,1
1011010101000001(bin) = 46401(dec),17/24,24,5,1
1011010101000010(bin) = 46402(dec),17/24,24,5,1
1011010101000011(bin) = 46403(dec),17/24,24,5,1
1011010101000100(bin) = 46404(dec),17/24,24,5,1
1011010101000101(bin) = 46405(dec),17/24,24,5,1
1011010101000110(bin) = 46406(dec),17/24,24,5,1
1011010101000111(bin) = 46407(dec),17/24,24,5,1
1011010101001000(bin) = 46408(dec),17/24,24,5,1
1011010101001001(bin) = 46409(dec),17/24,24,5,1
1011010101001010(bin) = 46410(dec),17/24,24,5,1
1011010101001011(bin) = 46411(dec),17/24,24,5,1
1011010101001100(bin) = 46412(dec),17/24,24,5,1
1011010101001101(bin) = 46413(dec),17/24,24,5,1
1011010101001110(bin) = 46414(dec),17/24,24,5,1
1011010101001111(bin) = 46415(dec),17/24,24,5,1
1011010101010000(bin) = 46416(dec),17/24,24,5,1
1011010101010001(bin) = 46417(dec),17/24,24,5,1
1011010101010010(bin) = 46418(dec),17/24,24,5,1
1011010101010011(bin) = 46419(dec),17/24,24,5,1
1011010101010100(bin) = 46420(dec),17/24,24,5,1
1011010101010101(bin) = 46421(dec),17/24,24,5,1
1011010101010110(bin) = 46422(dec),17/24,24,5,1
1011010101010111(bin) = 46423(dec),17/24,24,5,1
1011010101011000(bin) = 46424(dec),17/24,24,5,1
1011010101011001(bin) = 46425(dec),17/24,24,5,1
1011010101011010(bin) = 46426(dec),17/24,24,5,1
1011010101011011(bin) = 46427(dec),17/24,24,5,1
1011010101011100(bin) = 46428(dec),17/24,24,5,1
1011010101011101(bin) = 46429(dec),17/24,24,5,1
1011010101011110(bin) = 46430(dec),17/24,24,5,1
1011010101011111(bin) = 46431(dec),17/24,24,5,1
1011010101100000(bin) = 46432(dec),17/24,24,5,1
1011010101100001(bin) = 46433(dec),17/24,24,5,1
1011010101100010(bin) = 46434(dec),17/24,24,5,1
1011010101100011(bin) = 46435(dec),17/24,24,5,1
1011010101100100(bin) = 46436(dec),17/24,24,5,1
1011010101100101(bin) = 46437(dec),17/24,24,5,1
1011010101100110(bin) = 46438(dec),17/24,24,5,1
1011010101100111(bin) = 46439(dec),17/24,24,5,1
1011010101101000(bin) = 46440(dec),17/24,24,5,1
1011010101101001(bin) = 46441(dec),17/24,24,5,1
1011010101101010(bin) = 46442(dec),17/24,24,5,1
1011010101101011(bin) = 46443(dec),17/24,24,5,1
1011010101101100(bin) = 46444(dec),17/24,24,5,1
1011010101101101(bin) = 46445(dec),17/24,24,5,1
1011010101101110(bin) = 46446(dec),17/24,24,5,1
1011010110011011(bin) = 46491(dec),22/31,31,1,11
1011010110011100(bin) = 46492(dec),22/31,31,1,11
1011010110011101(bin) = 46493(dec),22/31,31,1,11
1011010110011110(bin) = 46494(dec),22/31,31,1,11
1011010110011111(bin) = 46495(dec),22/31,31,1,11
1011010110100000(bin) = 46496(dec),22/31,31,1,11
1011010110100001(bin) = 46497(dec),22/31,31,1,11
1011010110100010(bin) = 46498(dec),22/31,31,1,11
1011010110100011(bin) = 46499(dec),22/31,31,1,11
1011010110100100(bin) = 46500(dec),22/31,31,1,11
1011010110100101(bin) = 46501(dec),22/31,31,1,11
1011010110100110(bin) = 46502(dec),22/31,31,1,11
1011010110100111(bin) = 46503(dec),22/31,31,1,11
1011010110101000(bin) = 46504(dec),22/31,31,1,11
1011010110101001(bin) = 46505(dec),22/31,31,1,11
1011010110101010(bin) = 46506(dec),22/31,31,1,11
1011010110101011(bin) = 46507(dec),22/31,31,1,11
1011010110101100(bin) = 46508(dec),22/31,31,1,11
1011010110101101(bin) = 46509(dec),22/31,31,1,11
1011010110101110(bin) = 46510(dec),22/31,31,1,11
1011010110101111(bin) = 46511(dec),22/31,31,1,11
1011010110110000(bin) = 46512(dec),22/31,31,1,11
1011010110110001(bin) = 46513(dec),22/31,31,1,11
1011010110110010(bin) = 46514(dec),22/31,31,1,11
1011010110110011(bin) = 46515(dec),22/31,31,1,11
1011010110110100(bin) = 46516(dec),22/31,31,1,11
1011010110110101(bin) = 46517(dec),22/31,31,1,11
1011010110110110(bin) = 46518(dec),22/31,31,1,11
1011010110110111(bin) = 46519(dec),22/31,31,1,11
1011010110111000(bin) = 46520(dec),22/31,31,1,11
1011010110111001(bin) = 46521(dec),22/31,31,1,11
1011010110111010(bin) = 46522(dec),22/31,31,1,11
1011010110111011(bin) = 46523(dec),22/31,31,1,11
1011010110111100(bin) = 46524(dec),22/31,31,1,11
1011010110111101(bin) = 46525(dec),22/31,31,1,11
1011010110111110(bin) = 46526(dec),22/31,31,1,11
1011010110111111(bin) = 46527(dec),22/31,31,1,11
1011010111000000(bin) = 46528(dec),22/31,31,1,11
1011010111000001(bin) = 46529(dec),22/31,31,1,11
1011010111000010(bin) = 46530(dec),22/31,31,1,11
1011010111000011(bin) = 46531(dec),22/31,31,1,11
1011010111000100(bin) = 46532(dec),22/31,31,1,11
1011010111000101(bin) = 46533(dec),22/31,31,1,11
1011010111000110(bin) = 46534(dec),22/31,31,1,11
1011010111000111(bin) = 46535(dec),22/31,31,1,11
1011010111001000(bin) = 46536(dec),22/31,31,1,11
1011010111001001(bin) = 46537(dec),22/31,31,1,11
1011010111111001(bin) = 46585(dec),32/45,45,1,5
1011010111111010(bin) = 46586(dec),32/45,45,1,5
1011010111111011(bin) = 46587(dec),32/45,45,1,5
1011010111111100(bin) = 46588(dec),32/45,45,1,5
1011010111111101(bin) = 46589(dec),32/45,45,1,5
1011010111111110(bin) = 46590(dec),32/45,45,1,5
1011010111111111(bin) = 46591(dec),32/45,45,1,5
1011011000000000(bin) = 46592(dec),32/45,45,1,5
1011011000000001(bin) = 46593(dec),32/45,45,1,5
1011011000000010(bin) = 46594(dec),32/45,45,1,5
1011011000000011(bin) = 46595(dec),32/45,45,1,5
1011011000000100(bin) = 46596(dec),32/45,45,1,5
1011011000000101(bin) = 46597(dec),32/45,45,1,5
1011011000000110(bin) = 46598(dec),32/45,45,1,5
1011011000000111(bin) = 46599(dec),32/45,45,1,5
1011011000001000(bin) = 46600(dec),32/45,45,1,5
1011011000001001(bin) = 46601(dec),32/45,45,1,5
1011011000001010(bin) = 46602(dec),32/45,45,1,5
1011011000001011(bin) = 46603(dec),32/45,45,1,5
1011011000001100(bin) = 46604(dec),32/45,45,1,5
1011011000001101(bin) = 46605(dec),32/45,45,1,5
1011011000001110(bin) = 46606(dec),32/45,45,1,5
1011011000001111(bin) = 46607(dec),32/45,45,1,5
1011011000010000(bin) = 46608(dec),32/45,45,1,5
1011011000010001(bin) = 46609(dec),32/45,45,1,5
1011011000010010(bin) = 46610(dec),32/45,45,1,5
1011011000010011(bin) = 46611(dec),32/45,45,1,5
1011011000010100(bin) = 46612(dec),32/45,45,1,5
1011011000010101(bin) = 46613(dec),32/45,45,1,5
1011011000010110(bin) = 46614(dec),32/45,45,1,5
1011011000010111(bin) = 46615(dec),32/45,45,1,5
1011011000011000(bin) = 46616(dec),32/45,45,1,5
1011011000011001(bin) = 46617(dec),32/45,45,1,5
1011011000011010(bin) = 46618(dec),37/52,52,1,5
1011011000011011(bin) = 46619(dec),37/52,52,1,5
1011011000011100(bin) = 46620(dec),37/52,52,1,5
1011011000011101(bin) = 46621(dec),37/52,52,1,5
1011011000011110(bin) = 46622(dec),37/52,52,1,5
1011011000011111(bin) = 46623(dec),37/52,52,1,5
1011011000100000(bin) = 46624(dec),37/52,52,1,5
1011011000100001(bin) = 46625(dec),37/52,52,1,5
1011011000100010(bin) = 46626(dec),37/52,52,1,5
1011011000100011(bin) = 46627(dec),37/52,52,1,5
1011011000100100(bin) = 46628(dec),37/52,52,1,5
1011011000100101(bin) = 46629(dec),37/52,52,1,5
1011011000100110(bin) = 46630(dec),37/52,52,1,5
1011011000100111(bin) = 46631(dec),37/52,52,1,5
1011011000101000(bin) = 46632(dec),37/52,52,1,5
1011011000101001(bin) = 46633(dec),37/52,52,1,5
1011011000101010(bin) = 46634(dec),37/52,52,1,5
1011011000101011(bin) = 46635(dec),37/52,52,1,5
1011011000101100(bin) = 46636(dec),37/52,52,1,5
1011011000101101(bin) = 46637(dec),37/52,52,1,5
1011011000101110(bin) = 46638(dec),37/52,52,1,5
1011011000101111(bin) = 46639(dec),37/52,52,1,5
1011011000110000(bin) = 46640(dec),37/52,52,1,5
1011011000110001(bin) = 46641(dec),37/52,52,1,5
1011011000110010(bin) = 46642(dec),37/52,52,1,5
1011011000110011(bin) = 46643(dec),37/52,52,1,5
1011011000110100(bin) = 46644(dec),37/52,52,1,5
1011011000110101(bin) = 46645(dec),37/52,52,1,5
1011011000110110(bin) = 46646(dec),37/52,52,1,5
1011011000110111(bin) = 46647(dec),37/52,52,1,5
1011011000111000(bin) = 46648(dec),37/52,52,1,5
1011011000111001(bin) = 46649(dec),37/52,52,1,5
1011011000111010(bin) = 46650(dec),37/52,52,1,5
1011011000111011(bin) = 46651(dec),37/52,52,1,5
1011011000111100(bin) = 46652(dec),37/52,52,1,5
1011011000111101(bin) = 46653(dec),37/52,52,1,5
1011011000111110(bin) = 46654(dec),37/52,52,1,5
1011011000111111(bin) = 46655(dec),37/52,52,1,5
1011011001000000(bin) = 46656(dec),37/52,52,1,5
1011011001000001(bin) = 46657(dec),37/52,52,1,5
1011011001000010(bin) = 46658(dec),37/52,52,1,5
1011011001000011(bin) = 46659(dec),37/52,52,1,5
1011011001000100(bin) = 46660(dec),37/52,52,1,5
1011011001000101(bin) = 46661(dec),37/52,52,1,5
1011011001000110(bin) = 46662(dec),37/52,52,1,5
1011011001000111(bin) = 46663(dec),37/52,52,1,5
1011011001001000(bin) = 46664(dec),37/52,52,1,5
1011011001001001(bin) = 46665(dec),37/52,52,1,5
1011011001001010(bin) = 46666(dec),37/52,52,1,5
1011011001001011(bin) = 46667(dec),37/52,52,1,5
1011011001001100(bin) = 46668(dec),37/52,52,1,5
1011011001001101(bin) = 46669(dec),37/52,52,1,5
1011011001001110(bin) = 46670(dec),37/52,52,1,5
1011011001001111(bin) = 46671(dec),37/52,52,1,5
1011011001010000(bin) = 46672(dec),37/52,52,1,5
1011011001010001(bin) = 46673(dec),37/52,52,1,5
1011011001010010(bin) = 46674(dec),37/52,52,1,5
1011011001010011(bin) = 46675(dec),37/52,52,1,5
1011011001010100(bin) = 46676(dec),37/52,52,1,5
1011011001010101(bin) = 46677(dec),37/52,52,1,5
1011011001010110(bin) = 46678(dec),37/52,52,1,5
1011011001010111(bin) = 46679(dec),37/52,52,1,5
1011011001011000(bin) = 46680(dec),37/52,52,1,5
1011011001011001(bin) = 46681(dec),37/52,52,1,5
1011011001011010(bin) = 46682(dec),37/52,52,1,5
1011011001011011(bin) = 46683(dec),37/52,52,1,5
1011011001011100(bin) = 46684(dec),37/52,52,1,5
1011011001011101(bin) = 46685(dec),37/52,52,1,5
1011011001011110(bin) = 46686(dec),37/52,52,1,5
1011011001011111(bin) = 46687(dec),37/52,52,1,5
1011011001100000(bin) = 46688(dec),37/52,52,1,5
1011011001100001(bin) = 46689(dec),37/52,52,1,5
1011011001100010(bin) = 46690(dec),37/52,52,1,5
1011011001100011(bin) = 46691(dec),37/52,52,1,5
1011011001100100(bin) = 46692(dec),37/52,52,1,5
1011011001100101(bin) = 46693(dec),37/52,52,1,5
1011011001100110(bin) = 46694(dec),37/52,52,1,5
1011011001100111(bin) = 46695(dec),37/52,52,1,5
1011011001101000(bin) = 46696(dec),37/52,52,1,5
1011011001101001(bin) = 46697(dec),37/52,52,1,5
1011011001101010(bin) = 46698(dec),37/52,52,1,5
1011011001101011(bin) = 46699(dec),37/52,52,1,5
1011011001101100(bin) = 46700(dec),37/52,52,1,5
1011011001101101(bin) = 46701(dec),37/52,52,1,5
1011011001101110(bin) = 46702(dec),37/52,52,1,5
1011011001101111(bin) = 46703(dec),37/52,52,1,5
1011011001110000(bin) = 46704(dec),37/52,52,1,5
1011011001110001(bin) = 46705(dec),37/52,52,1,5
1011011001110010(bin) = 46706(dec),37/52,52,1,5
1011011001110011(bin) = 46707(dec),37/52,52,1,5
1011011001110100(bin) = 46708(dec),37/52,52,1,5
1011011001110101(bin) = 46709(dec),37/52,52,1,5
1011011001110110(bin) = 46710(dec),37/52,52,1,5
1011011001110111(bin) = 46711(dec),37/52,52,1,5
1011011001111000(bin) = 46712(dec),37/52,52,1,5
1011011001111001(bin) = 46713(dec),37/52,52,1,5
1011011001111010(bin) = 46714(dec),37/52,52,1,5
1011011001111011(bin) = 46715(dec),37/52,52,1,5
1011011001111100(bin) = 46716(dec),37/52,52,1,5
1011011001111101(bin) = 46717(dec),37/52,52,1,5
1011011001111110(bin) = 46718(dec),37/52,52,1,5
1011011001111111(bin) = 46719(dec),37/52,52,1,5
1011011010000000(bin) = 46720(dec),37/52,52,1,5
1011011010000001(bin) = 46721(dec),37/52,52,1,5
1011011100110100(bin) = 46900(dec),38/53,53,1,5
1011011100110101(bin) = 46901(dec),38/53,53,1,5
1011011100110110(bin) = 46902(dec),38/53,53,1,5
1011011100110111(bin) = 46903(dec),38/53,53,1,5
1011011100111000(bin) = 46904(dec),38/53,53,1,5
1011011100111001(bin) = 46905(dec),38/53,53,1,5
1011011100111010(bin) = 46906(dec),38/53,53,1,5
1011011100111011(bin) = 46907(dec),38/53,53,1,5
1011011100111100(bin) = 46908(dec),38/53,53,1,5
1011011100111101(bin) = 46909(dec),38/53,53,1,5
1011011100111110(bin) = 46910(dec),38/53,53,1,5
1011011100111111(bin) = 46911(dec),38/53,53,1,5
1011011101000000(bin) = 46912(dec),38/53,53,1,5
1011011101000001(bin) = 46913(dec),38/53,53,1,5
1011011101000010(bin) = 46914(dec),38/53,53,1,5
1011011101000011(bin) = 46915(dec),38/53,53,1,5
1011011101000100(bin) = 46916(dec),38/53,53,1,5
1011011101000101(bin) = 46917(dec),38/53,53,1,5
1011011101000110(bin) = 46918(dec),38/53,53,1,5
1011011101000111(bin) = 46919(dec),38/53,53,1,5
1011011101001000(bin) = 46920(dec),38/53,53,1,5
1011011101001001(bin) = 46921(dec),38/53,53,1,5
1011011101001010(bin) = 46922(dec),38/53,53,1,5
1011011101001011(bin) = 46923(dec),38/53,53,1,5
1011011101001100(bin) = 46924(dec),38/53,53,1,5
1011011101001101(bin) = 46925(dec),38/53,53,1,5
1011011101001110(bin) = 46926(dec),38/53,53,1,5
1011011101001111(bin) = 46927(dec),38/53,53,1,5
1011011101010000(bin) = 46928(dec),38/53,53,1,5
1011011101010001(bin) = 46929(dec),38/53,53,1,5
1011011101010010(bin) = 46930(dec),38/53,53,1,5
1011011101010011(bin) = 46931(dec),38/53,53,1,5
1011011101010100(bin) = 46932(dec),38/53,53,1,5
1011011101010101(bin) = 46933(dec),38/53,53,1,5
1011011101010110(bin) = 46934(dec),38/53,53,1,5
1011011101010111(bin) = 46935(dec),38/53,53,1,5
1011011101011000(bin) = 46936(dec),38/53,53,1,5
1011011101011001(bin) = 46937(dec),38/53,53,1,5
1011011101011010(bin) = 46938(dec),38/53,53,1,5
1011011101011011(bin) = 46939(dec),38/53,53,1,5
1011011101011100(bin) = 46940(dec),38/53,53,1,5
1011011101011101(bin) = 46941(dec),38/53,53,1,5
1011011101011110(bin) = 46942(dec),38/53,53,1,5
1011011101011111(bin) = 46943(dec),38/53,53,1,5
1011011101100000(bin) = 46944(dec),38/53,53,1,5
1011011101100001(bin) = 46945(dec),38/53,53,1,5
1011011101100010(bin) = 46946(dec),38/53,53,1,5
1011011101100011(bin) = 46947(dec),38/53,53,1,5
1011011101100100(bin) = 46948(dec),38/53,53,1,5
1011011101100101(bin) = 46949(dec),38/53,53,1,5
1011011101100110(bin) = 46950(dec),38/53,53,1,5
1011011101100111(bin) = 46951(dec),38/53,53,1,5
1011011101101000(bin) = 46952(dec),38/53,53,1,5
1011011101101001(bin) = 46953(dec),38/53,53,1,5
1011011101101010(bin) = 46954(dec),38/53,53,1,5
1011011101101011(bin) = 46955(dec),38/53,53,1,5
1011011101101100(bin) = 46956(dec),38/53,53,1,5
1011011101101101(bin) = 46957(dec),38/53,53,1,5
1011011101101110(bin) = 46958(dec),38/53,53,1,5
1011011101101111(bin) = 46959(dec),38/53,53,1,5
1011011101110000(bin) = 46960(dec),38/53,53,1,5
1011011101110001(bin) = 46961(dec),38/53,53,1,5
1011011101110010(bin) = 46962(dec),38/53,53,1,5
1011011101110011(bin) = 46963(dec),38/53,53,1,5
1011011101110100(bin) = 46964(dec),38/53,53,1,5
1011011101110101(bin) = 46965(dec),38/53,53,1,5
1011011101110110(bin) = 46966(dec),38/53,53,1,5
1011011101110111(bin) = 46967(dec),38/53,53,1,5
1011011101111000(bin) = 46968(dec),38/53,53,1,5
1011011101111001(bin) = 46969(dec),38/53,53,1,5
1011011101111010(bin) = 46970(dec),38/53,53,1,5
1011011101111011(bin) = 46971(dec),38/53,53,1,5
1011011101111100(bin) = 46972(dec),38/53,53,1,5
1011011101111101(bin) = 46973(dec),38/53,53,1,5
1011011101111110(bin) = 46974(dec),38/53,53,1,5
1011011101111111(bin) = 46975(dec),38/53,53,1,5
1011011110000000(bin) = 46976(dec),38/53,53,1,5
1011011110000001(bin) = 46977(dec),38/53,53,1,5
1011011110000010(bin) = 46978(dec),38/53,53,1,5
1011011110000011(bin) = 46979(dec),38/53,53,1,5
1011011110000100(bin) = 46980(dec),38/53,53,1,5
1011011110000101(bin) = 46981(dec),38/53,53,1,5
1011011110000110(bin) = 46982(dec),38/53,53,1,5
1011011110000111(bin) = 46983(dec),38/53,53,1,5
1011011110001000(bin) = 46984(dec),38/53,53,1,5
1011011110001001(bin) = 46985(dec),38/53,53,1,5
1011011110001010(bin) = 46986(dec),38/53,53,1,5
1011011110001011(bin) = 46987(dec),38/53,53,1,5
1011011110001100(bin) = 46988(dec),38/53,53,1,5
1011011110001101(bin) = 46989(dec),38/53,53,1,5
1011011110001110(bin) = 46990(dec),38/53,53,1,5
1011011110001111(bin) = 46991(dec),38/53,53,1,5
1011011110010000(bin) = 46992(dec),38/53,53,1,5
1011011110010001(bin) = 46993(dec),38/53,53,1,5
1011011110010010(bin) = 46994(dec),38/53,53,1,5
1011011110010011(bin) = 46995(dec),38/53,53,1,5
1011011110010100(bin) = 46996(dec),38/53,53,1,5
1011011110010101(bin) = 46997(dec),38/53,53,1,5
1011011110010110(bin) = 46998(dec),38/53,53,1,5
1011011110010111(bin) = 46999(dec),38/53,53,1,5
1011011110011000(bin) = 47000(dec),38/53,53,1,5
1011011110011001(bin) = 47001(dec),38/53,53,1,5
1011011111100110(bin) = 47078(dec),23/32,32,5,1
1011011111100111(bin) = 47079(dec),23/32,32,5,1
1011011111101000(bin) = 47080(dec),23/32,32,5,1
1011011111101001(bin) = 47081(dec),23/32,32,5,1
1011011111101010(bin) = 47082(dec),23/32,32,5,1
1011011111101011(bin) = 47083(dec),23/32,32,5,1
1011011111101100(bin) = 47084(dec),23/32,32,5,1
1011011111101101(bin) = 47085(dec),23/32,32,5,1
1011011111101110(bin) = 47086(dec),23/32,32,5,1
1011011111101111(bin) = 47087(dec),23/32,32,5,1
1011011111110000(bin) = 47088(dec),23/32,32,5,1
1011011111110001(bin) = 47089(dec),23/32,32,5,1
1011011111110010(bin) = 47090(dec),23/32,32,5,1
1011011111110011(bin) = 47091(dec),23/32,32,5,1
1011011111110100(bin) = 47092(dec),23/32,32,5,1
1011011111110101(bin) = 47093(dec),23/32,32,5,1
1011011111110110(bin) = 47094(dec),23/32,32,5,1
1011011111110111(bin) = 47095(dec),23/32,32,5,1
1011011111111000(bin) = 47096(dec),23/32,32,5,1
1011011111111001(bin) = 47097(dec),23/32,32,5,1
1011011111111010(bin) = 47098(dec),23/32,32,5,1
1011011111111011(bin) = 47099(dec),23/32,32,5,1
1011011111111100(bin) = 47100(dec),23/32,32,5,1
1011011111111101(bin) = 47101(dec),23/32,32,5,1
1011011111111110(bin) = 47102(dec),23/32,32,5,1
1011011111111111(bin) = 47103(dec),23/32,32,5,1
1011100000000000(bin) = 47104(dec),23/32,32,5,1
1011100000000001(bin) = 47105(dec),23/32,32,5,1
1011100000000010(bin) = 47106(dec),23/32,32,5,1
1011100000000011(bin) = 47107(dec),23/32,32,5,1
1011100000000100(bin) = 47108(dec),23/32,32,5,1
1011100000000101(bin) = 47109(dec),23/32,32,5,1
1011100000000110(bin) = 47110(dec),23/32,32,5,1
1011100000000111(bin) = 47111(dec),23/32,32,5,1
1011100000001000(bin) = 47112(dec),23/32,32,5,1
1011100000001001(bin) = 47113(dec),23/32,32,5,1
1011100000001010(bin) = 47114(dec),23/32,32,5,1
1011100000001011(bin) = 47115(dec),23/32,32,5,1
1011100000001100(bin) = 47116(dec),23/32,32,5,1
1011100000001101(bin) = 47117(dec),23/32,32,5,1
1011100000001110(bin) = 47118(dec),23/32,32,5,1
1011100000001111(bin) = 47119(dec),23/32,32,5,1
1011100000010000(bin) = 47120(dec),23/32,32,5,1
1011100000010001(bin) = 47121(dec),23/32,32,5,1
1011100000010010(bin) = 47122(dec),23/32,32,5,1
1011100000010011(bin) = 47123(dec),23/32,32,5,1
1011100000010100(bin) = 47124(dec),23/32,32,5,1
1011100000010101(bin) = 47125(dec),23/32,32,5,1
1011100000010110(bin) = 47126(dec),23/32,32,5,1
1011100000010111(bin) = 47127(dec),23/32,32,5,1
1011100000011000(bin) = 47128(dec),23/32,32,5,1
1011100000011001(bin) = 47129(dec),23/32,32,5,1
1011100000011010(bin) = 47130(dec),23/32,32,5,1
1011100000011011(bin) = 47131(dec),23/32,32,5,1
1011100000011100(bin) = 47132(dec),23/32,32,5,1
